id,x0,x1,x2,fitness7.5,fitness8,fitness8.5,fitness7,fitness6.5,fitness9,fitness6
137136,7.62432,7.55041,6.91826,NA,NA,NA,0.814,NA,NA,NA
137234,7.60013,7.36607,8.31615,NA,0.901,NA,NA,NA,NA,NA
137490,7.40318,7.40931,8.50603,0.837,NA,NA,NA,NA,NA,NA
137630,7.41533,7.84272,8.01125,NA,0.934,NA,NA,NA,NA,NA
137934,7.03309,7.74759,7.54926,NA,NA,0.826,NA,NA,NA,NA
138196,7.95382,7.92255,8.37874,NA,0.873,NA,NA,NA,NA,NA
138384,7.71074,7.85093,7.91122,NA,0.985,NA,NA,NA,NA,NA
138558,7.51412,7.85268,8.61571,NA,0.817,NA,NA,NA,NA,NA
138656,8.28574,8.07715,8.50799,NA,NA,NA,NA,NA,0.616,NA
138893,7.15054,7.10311,7.74939,NA,NA,0.702,NA,NA,NA,NA
139153,7.88504,8.37952,8.0656,NA,NA,0.795,NA,NA,NA,NA
139369,7.91633,8.42443,7.56344,NA,NA,0.752,NA,NA,NA,NA
139495,8.37174,8.26593,8.49859,0.742,NA,NA,NA,NA,NA,NA
139750,8.17231,8.07418,7.6453,NA,NA,NA,NA,0.718,NA,NA
139873,7.30329,8.3154,7.97247,NA,0.862,NA,NA,NA,NA,NA
140094,7.28385,8.0366,7.79108,NA,0.91,NA,NA,NA,NA,NA
140365,7.02062,8.27255,7.72779,NA,0.822,NA,NA,NA,NA,NA
140418,8.16022,7.53225,7.9274,0.927,NA,NA,NA,NA,NA,NA
140627,7.57975,8.38153,9.09868,0.636,NA,NA,NA,NA,NA,NA
140870,6.73172,8.29359,7.96674,NA,0.714,NA,NA,NA,NA,NA
141148,7.47949,6.97844,7.71273,NA,0.831,NA,NA,NA,NA,NA
141273,7.6694,7.83101,8.09295,NA,NA,NA,0.85,NA,NA,NA
141418,8.01969,7.80059,8.10026,NA,0.905,NA,NA,NA,NA,NA
141713,7.8987,8.4845,7.73821,0.885,NA,NA,NA,NA,NA,NA
141864,7.2805,8.71913,7.44141,NA,0.775,NA,NA,NA,NA,NA
142174,8.17813,7.43858,7.40712,NA,0.91,NA,NA,NA,NA,NA
142318,7.33344,8.2108,8.3734,NA,NA,0.749,NA,NA,NA,NA
142593,7.14257,7.76939,8.16727,NA,0.864,NA,NA,NA,NA,NA
142772,7.3382,8.09946,7.5618,0.929,NA,NA,NA,NA,NA,NA
142823,6.95948,7.72007,7.19789,NA,NA,NA,0.749,NA,NA,NA
143187,7.8777,7.8627,8.45408,NA,NA,NA,0.713,NA,NA,NA
143277,7.66268,7.932,8.30952,0.906,NA,NA,NA,NA,NA,NA
143484,7.59228,7.37092,7.88295,0.966,NA,NA,NA,NA,NA,NA
143640,8.06454,7.54182,7.48135,0.957,NA,NA,NA,NA,NA,NA
143938,7.72212,7.98904,7.50091,NA,NA,NA,0.902,NA,NA,NA
144194,7.84696,7.36447,7.8394,0.966,NA,NA,NA,NA,NA,NA
144222,7.78021,7.00037,7.21431,NA,NA,NA,0.769,NA,NA,NA
144451,7.48864,8.40284,7.20303,NA,NA,0.768,NA,NA,NA,NA
144645,8.24473,7.60367,7.29898,NA,0.903,NA,NA,NA,NA,NA
144896,7.39102,8.26773,7.49689,0.9,NA,NA,NA,NA,NA,NA
145133,7.8051,7.40938,8.66782,0.819,NA,NA,NA,NA,NA,NA
145230,7.49026,7.47799,7.32887,0.926,NA,NA,NA,NA,NA,NA
145494,7.61193,7.60451,6.81736,NA,NA,NA,0.765,NA,NA,NA
145642,8.12149,7.38406,8.03471,0.922,NA,NA,NA,NA,NA,NA
145839,7.84699,7.58663,8.19952,NA,NA,NA,0.899,NA,NA,NA
146049,8.27616,7.62762,7.86136,NA,NA,NA,0.87,NA,NA,NA
146207,7.91509,7.36543,8.83967,0.725,NA,NA,NA,NA,NA,NA
146484,6.85228,6.88947,7.63945,NA,NA,NA,0.642,NA,NA,NA
146724,6.93815,8.16442,8.41332,NA,NA,NA,0.687,NA,NA,NA
146986,7.45536,8.12823,7.85066,0.941,NA,NA,NA,NA,NA,NA
147111,7.75919,7.70317,8.26335,0.938,NA,NA,NA,NA,NA,NA
147341,7.43914,7.59272,7.41244,NA,0.962,NA,NA,NA,NA,NA
147498,7.90055,7.86216,7.26255,NA,0.932,NA,NA,NA,NA,NA
147766,8.25564,7.63791,8.09409,NA,0.903,NA,NA,NA,NA,NA
147850,7.34049,7.86632,8.03148,0.909,NA,NA,NA,NA,NA,NA
148140,7.59398,8.05852,7.78185,NA,NA,NA,0.902,NA,NA,NA
148287,7.91075,7.4095,8.0501,NA,NA,NA,0.895,NA,NA,NA
148507,8.22128,8.17011,7.8223,NA,0.891,NA,NA,NA,NA,NA
148641,7.49502,7.91419,7.41865,NA,0.958,NA,NA,NA,NA,NA
148980,7.80464,7.86224,8.30349,NA,NA,NA,0.801,NA,NA,NA
149009,7.69541,8.42294,7.93511,0.897,NA,NA,NA,NA,NA,NA
149218,7.58732,7.31006,8.33229,NA,NA,0.808,NA,NA,NA,NA
149438,8.14299,7.55366,7.85658,NA,NA,NA,0.845,NA,NA,NA
149717,7.89269,8.05057,8.26742,NA,0.894,NA,NA,NA,NA,NA
149932,7.89944,8.38929,7.03212,0.807,NA,NA,NA,NA,NA,NA
150164,8.19239,7.6823,8.09278,0.925,NA,NA,NA,NA,NA,NA
150265,8.07444,7.23974,7.90643,NA,0.915,NA,NA,NA,NA,NA
150593,8.25429,7.76681,7.62036,NA,NA,0.849,NA,NA,NA,NA
150666,7.47171,7.38064,8.29273,NA,0.874,NA,NA,NA,NA,NA
150943,8.06211,6.97689,8.0511,NA,0.835,NA,NA,NA,NA,NA
151097,7.70127,8.21142,8.01542,NA,NA,0.799,NA,NA,NA,NA
151393,8.48804,8.34031,8.16866,NA,0.762,NA,NA,NA,NA,NA
151462,8.31582,8.13655,7.52064,0.875,NA,NA,NA,NA,NA,NA
151705,7.99439,7.96813,8.17493,NA,0.906,NA,NA,NA,NA,NA
151962,7.91869,7.6985,7.57065,NA,NA,0.89,NA,NA,NA,NA
152181,7.60722,7.67077,7.94213,NA,NA,0.868,NA,NA,NA,NA
152384,8.39345,7.79035,7.97428,NA,0.887,NA,NA,NA,NA,NA
152461,7.30608,7.18882,8.45884,0.804,NA,NA,NA,NA,NA,NA
152729,7.35275,7.64247,8.16795,0.917,NA,NA,NA,NA,NA,NA
152806,8.39058,7.49781,8.34865,NA,0.829,NA,NA,NA,NA,NA
153126,7.51157,7.91368,7.98341,NA,0.958,NA,NA,NA,NA,NA
153359,7.58333,7.67792,7.65184,NA,0.982,NA,NA,NA,NA,NA
153401,8.55368,7.66659,8.10283,0.839,NA,NA,NA,NA,NA,NA
153611,8.19243,7.6808,6.82409,NA,0.756,NA,NA,NA,NA,NA
153910,7.96669,7.46426,7.833,NA,0.969,NA,NA,NA,NA,NA
154083,8.45629,8.21511,7.66338,0.847,NA,NA,NA,NA,NA,NA
154337,7.32113,8.87134,7.83937,NA,0.746,NA,NA,NA,NA,NA
154484,8.08341,7.91318,8.50255,NA,0.849,NA,NA,NA,NA,NA
154706,8.49191,8.48612,7.61365,NA,0.774,NA,NA,NA,NA,NA
154964,8.69588,7.37376,7.99743,NA,0.792,NA,NA,NA,NA,NA
155020,7.73675,8.16923,8.54088,0.838,NA,NA,NA,NA,NA,NA
155222,7.4459,7.74387,8.30768,0.888,NA,NA,NA,NA,NA,NA
155524,7.66024,7.09158,8.19388,NA,0.868,NA,NA,NA,NA,NA
155790,7.86087,7.04452,7.24957,NA,NA,NA,0.79,NA,NA,NA
155844,7.25842,7.53861,7.9326,NA,NA,0.81,NA,NA,NA,NA
156012,7.84366,7.39569,7.11964,0.901,NA,NA,NA,NA,NA,NA
156252,7.83143,7.56466,8.63334,0.816,NA,NA,NA,NA,NA,NA
156499,7.70863,7.40303,8.3117,0.888,NA,NA,NA,NA,NA,NA
156697,8.03416,7.55182,7.27886,0.923,NA,NA,NA,NA,NA,NA
156987,7.37865,7.83735,6.80697,NA,NA,NA,0.759,NA,NA,NA
157126,8.17392,7.39335,7.67484,NA,NA,NA,0.859,NA,NA,NA
157301,8.22279,7.56025,7.35529,NA,0.917,NA,NA,NA,NA,NA
157404,8.20897,6.94485,7.77382,NA,0.801,NA,NA,NA,NA,NA
157621,7.93825,8.28701,7.54186,NA,0.917,NA,NA,NA,NA,NA
157905,7.88809,9.12558,7.77163,0.712,NA,NA,NA,NA,NA,NA
158090,7.73818,7.63418,7.97789,NA,NA,NA,0.924,NA,NA,NA
158230,7.32486,7.07875,8.36771,0.792,NA,NA,NA,NA,NA,NA
158540,7.16226,7.22498,8.99356,0.606,NA,NA,NA,NA,NA,NA
158791,7.74253,7.81992,8.4705,0.893,NA,NA,NA,NA,NA,NA
158842,7.54716,7.99362,7.95769,NA,0.947,NA,NA,NA,NA,NA
159135,8.00088,8.69831,7.88321,0.814,NA,NA,NA,NA,NA,NA
159204,7.89124,8.49353,7.82267,NA,0.844,NA,NA,NA,NA,NA
159530,7.42209,7.76181,7.88943,0.966,NA,NA,NA,NA,NA,NA
159648,7.92349,7.72977,9.02329,0.729,NA,NA,NA,NA,NA,NA
159815,7.73889,7.36458,8.35103,NA,NA,NA,0.81,NA,NA,NA
160059,7.82934,7.58414,8.52481,0.868,NA,NA,NA,NA,NA,NA
160398,7.89919,8.13937,7.59219,NA,0.943,NA,NA,NA,NA,NA
160414,7.6482,8.30077,7.89342,NA,0.915,NA,NA,NA,NA,NA
160748,7.25019,7.87478,7.3428,0.912,NA,NA,NA,NA,NA,NA
160852,7.72277,8.15065,7.05034,0.864,NA,NA,NA,NA,NA,NA
161002,7.28335,7.45374,7.1817,NA,0.886,NA,NA,NA,NA,NA
161253,7.19448,7.38049,7.62688,NA,NA,0.794,NA,NA,NA,NA
161445,7.56253,8.03201,7.88336,NA,NA,NA,0.856,NA,NA,NA
161759,7.51192,8.34816,6.87841,0.771,NA,NA,NA,NA,NA,NA
161942,7.03076,7.71036,7.74125,NA,0.881,NA,NA,NA,NA,NA
162025,7.56069,7.02233,7.6749,NA,0.879,NA,NA,NA,NA,NA
162358,8.33683,7.6166,7.61467,NA,0.922,NA,NA,NA,NA,NA
162595,7.85601,7.26621,7.8009,NA,0.924,NA,NA,NA,NA,NA
162614,8.16963,7.61956,8.36235,NA,NA,0.709,NA,NA,NA,NA
162921,7.72533,8.12556,8.45681,0.851,NA,NA,NA,NA,NA,NA
163149,7.59935,7.94684,8.09651,0.956,NA,NA,NA,NA,NA,NA
163289,7.78641,8.18104,7.06067,0.865,NA,NA,NA,NA,NA,NA
163517,7.43009,8.26894,7.99366,0.895,NA,NA,NA,NA,NA,NA
163697,8.43416,8.14612,7.15028,0.799,NA,NA,NA,NA,NA,NA
163899,7.93276,8.38674,7.26514,NA,NA,NA,0.74,NA,NA,NA
164130,8.08083,8.67051,8.06193,NA,0.777,NA,NA,NA,NA,NA
164267,8.44104,8.07098,6.88632,NA,NA,NA,0.663,NA,NA,NA
164583,8.87422,7.55312,7.9413,NA,0.761,NA,NA,NA,NA,NA
164724,7.68887,7.57167,7.46561,NA,NA,0.91,NA,NA,NA,NA
164904,6.96785,8.12373,7.47538,NA,0.801,NA,NA,NA,NA,NA
165160,7.78332,7.24663,7.18836,NA,0.88,NA,NA,NA,NA,NA
165308,7.93851,8.22284,7.27161,NA,0.897,NA,NA,NA,NA,NA
165430,7.95974,7.31066,7.32027,NA,0.902,NA,NA,NA,NA,NA
165794,8.0801,7.78898,7.37296,NA,0.942,NA,NA,NA,NA,NA
165854,7.54304,7.74033,7.2436,NA,0.944,NA,NA,NA,NA,NA
166014,7.70866,7.76773,7.92359,NA,NA,0.932,NA,NA,NA,NA
166238,8.1655,8.0454,8.2579,NA,0.857,NA,NA,NA,NA,NA
166491,6.75959,7.67324,7.08448,NA,NA,0.579,NA,NA,NA,NA
166642,7.31838,7.3055,7.48691,NA,0.887,NA,NA,NA,NA,NA
166837,7.39394,7.27424,8.11825,0.905,NA,NA,NA,NA,NA,NA
167186,7.43271,7.82456,8.29709,NA,NA,0.761,NA,NA,NA,NA
167327,8.20197,8.4382,7.89183,NA,NA,0.758,NA,NA,NA,NA
167436,8.1277,7.40711,7.71771,NA,0.891,NA,NA,NA,NA,NA
167742,7.17221,7.90834,7.2181,NA,0.848,NA,NA,NA,NA,NA
167870,7.66993,8.74094,7.08982,0.744,NA,NA,NA,NA,NA,NA
168027,8.24192,7.55491,8.00578,NA,NA,0.803,NA,NA,NA,NA
168219,7.92522,7.78577,7.37856,0.958,NA,NA,NA,NA,NA,NA
168407,7.89562,8.13356,7.89162,NA,NA,0.874,NA,NA,NA,NA
168782,7.35309,7.44816,6.65989,0.73,NA,NA,NA,NA,NA,NA
168985,6.87048,7.76737,8.01184,NA,NA,0.717,NA,NA,NA,NA
169059,7.93795,7.78101,8.41573,NA,0.862,NA,NA,NA,NA,NA
169371,8.04023,7.42281,7.6837,NA,NA,NA,0.827,NA,NA,NA
169455,7.77647,8.53019,7.32657,NA,NA,NA,NA,NA,0.609,NA
169730,8.14986,8.10254,8.11251,NA,0.861,NA,NA,NA,NA,NA
169836,7.45715,7.43181,7.56026,NA,0.962,NA,NA,NA,NA,NA
170138,7.65449,8.18825,6.69845,NA,NA,0.67,NA,NA,NA,NA
170368,7.00625,8.6462,7.87498,NA,0.738,NA,NA,NA,NA,NA
170492,7.26908,7.80748,7.88158,NA,NA,NA,NA,NA,0.694,NA
170646,7.25592,8.23732,7.69047,0.902,NA,NA,NA,NA,NA,NA
170990,7.43935,7.66154,7.76274,NA,NA,NA,0.882,NA,NA,NA
171118,7.73195,8.05901,7.69253,NA,0.971,NA,NA,NA,NA,NA
171260,7.71555,7.44395,7.92191,0.955,NA,NA,NA,NA,NA,NA
171534,7.29103,7.45511,7.6167,0.947,NA,NA,NA,NA,NA,NA
171692,7.96604,7.77292,7.69965,NA,0.93,NA,NA,NA,NA,NA
171860,8.52708,8.36228,7.21465,0.75,NA,NA,NA,NA,NA,NA
172185,8.62919,7.48432,7.9612,NA,0.816,NA,NA,NA,NA,NA
172295,8.96741,7.57148,7.46498,NA,0.739,NA,NA,NA,NA,NA
172470,8.00792,7.86515,8.14027,0.93,NA,NA,NA,NA,NA,NA
172761,6.92837,7.95012,7.59681,NA,NA,NA,0.78,NA,NA,NA
172950,7.53791,7.87074,7.8778,0.946,NA,NA,NA,NA,NA,NA
173153,7.73058,8.06266,7.29751,NA,0.935,NA,NA,NA,NA,NA
173265,7.7678,8.2832,7.97138,NA,0.9,NA,NA,NA,NA,NA
173486,7.6279,8.12984,7.71883,NA,NA,NA,0.871,NA,NA,NA
173793,8.0306,7.51076,9.08095,0.69,NA,NA,NA,NA,NA,NA
173898,7.54449,7.10845,8.25255,NA,0.82,NA,NA,NA,NA,NA
174130,7.57412,7.39613,7.64275,NA,0.958,NA,NA,NA,NA,NA
174306,7.77046,7.79165,7.82495,NA,0.96,NA,NA,NA,NA,NA
174600,8.01277,7.67936,8.34871,0.903,NA,NA,NA,NA,NA,NA
174734,7.82075,7.6811,7.54699,NA,NA,NA,0.916,NA,NA,NA
174982,7.49116,7.67333,7.85184,0.978,NA,NA,NA,NA,NA,NA
175084,7.00208,7.6444,7.75519,NA,0.875,NA,NA,NA,NA,NA
175259,7.48241,7.29452,8.06094,NA,NA,NA,NA,NA,0.706,NA
175523,7.01203,8.16481,7.82193,0.842,NA,NA,NA,NA,NA,NA
175678,7.54424,7.8707,8.32676,NA,0.888,NA,NA,NA,NA,NA
175874,8.06596,8.20559,7.98369,NA,0.856,NA,NA,NA,NA,NA
176092,6.95291,7.74195,7.72432,NA,0.836,NA,NA,NA,NA,NA
176280,7.37486,7.33723,7.89612,NA,NA,0.794,NA,NA,NA,NA
176593,7.45112,7.35441,8.21807,NA,NA,0.853,NA,NA,NA,NA
176639,6.758,7.94626,7.46554,NA,NA,NA,NA,NA,0.592,NA
176946,7.17915,8.55267,7.56179,NA,0.791,NA,NA,NA,NA,NA
177097,7.40604,8.10208,8.19378,NA,NA,NA,0.839,NA,NA,NA
177307,6.80788,7.98622,7.54783,NA,NA,NA,0.728,NA,NA,NA
177551,7.54382,8.49753,7.26018,NA,NA,NA,0.769,NA,NA,NA
177695,8.30166,7.69974,8.01026,0.913,NA,NA,NA,NA,NA,NA
177960,7.40443,7.97301,6.97748,NA,0.851,NA,NA,NA,NA,NA
178030,7.3322,7.81413,7.08179,0.883,NA,NA,NA,NA,NA,NA
178374,7.73793,8.16611,7.46895,0.91,NA,NA,NA,NA,NA,NA
178564,7.8808,8.36975,7.56816,NA,0.909,NA,NA,NA,NA,NA
178608,8.38781,8.31464,8.4376,0.751,NA,NA,NA,NA,NA,NA
178846,7.44408,7.82663,8.06624,0.957,NA,NA,NA,NA,NA,NA
179001,7.37179,7.34445,7.22658,NA,NA,NA,0.848,NA,NA,NA
179312,7.31729,7.45181,7.82435,0.95,NA,NA,NA,NA,NA,NA
179459,8.15939,7.6715,7.50503,NA,NA,0.85,NA,NA,NA,NA
179684,8.59326,7.06144,7.98439,0.76,NA,NA,NA,NA,NA,NA
179859,8.25746,7.63947,7.67326,NA,NA,0.87,NA,NA,NA,NA
180164,7.95138,7.64936,7.74692,NA,NA,NA,0.871,NA,NA,NA
180244,8.22123,8.27189,8.53362,NA,NA,NA,0.7,NA,NA,NA
180558,7.66786,7.42925,8.76154,0.785,NA,NA,NA,NA,NA,NA
180622,6.72783,7.80859,8.57648,0.665,NA,NA,NA,NA,NA,NA
180915,7.19701,7.59861,8.56563,0.806,NA,NA,NA,NA,NA,NA
181139,7.67923,7.88267,7.67375,NA,0.993,NA,NA,NA,NA,NA
181308,7.40381,7.66506,7.97667,0.965,NA,NA,NA,NA,NA,NA
181584,8.26687,7.56468,7.02146,NA,0.786,NA,NA,NA,NA,NA
181764,8.45472,8.29806,7.69067,NA,NA,NA,0.759,NA,NA,NA
181805,8.3987,7.23552,7.64571,NA,0.861,NA,NA,NA,NA,NA
182148,8.54173,7.65588,6.88246,0.735,NA,NA,NA,NA,NA,NA
182310,8.31001,7.76488,7.69428,NA,NA,NA,NA,0.682,NA,NA
182489,8.12129,7.36202,8.39466,NA,NA,NA,0.771,NA,NA,NA
182737,8.13928,7.84282,8.61844,NA,NA,NA,0.771,NA,NA,NA
182853,7.19336,7.10733,8.00737,0.844,NA,NA,NA,NA,NA,NA
183135,7.90716,8.24064,7.73164,NA,0.903,NA,NA,NA,NA,NA
183356,8.45769,7.11759,7.32006,0.758,NA,NA,NA,NA,NA,NA
183496,8.06632,8.19741,8.12787,0.894,NA,NA,NA,NA,NA,NA
183681,7.20683,7.8457,8.39298,0.836,NA,NA,NA,NA,NA,NA
183912,8.78745,8.13439,8.36793,NA,0.673,NA,NA,NA,NA,NA
184170,7.68859,8.59033,8.25733,0.799,NA,NA,NA,NA,NA,NA
184307,8.19379,7.02353,7.35284,0.826,NA,NA,NA,NA,NA,NA
184569,7.8204,7.94569,8.76965,0.779,NA,NA,NA,NA,NA,NA
184622,7.72054,7.68267,8.45374,0.876,NA,NA,NA,NA,NA,NA
184957,8.44286,7.40528,8.01021,0.825,NA,NA,NA,NA,NA,NA
185183,7.79664,7.58167,7.85567,0.988,NA,NA,NA,NA,NA,NA
185264,7.28148,7.77763,7.17478,NA,0.875,NA,NA,NA,NA,NA
185444,7.37743,7.06758,7.39408,NA,NA,NA,0.726,NA,NA,NA
185686,8.42486,7.48462,8.77041,0.711,NA,NA,NA,NA,NA,NA
185804,8.62943,6.73811,8.08213,NA,0.593,NA,NA,NA,NA,NA
186138,7.88638,7.72378,7.47095,NA,0.933,NA,NA,NA,NA,NA
186388,7.86943,7.65737,7.99019,NA,0.975,NA,NA,NA,NA,NA
186576,7.14986,7.87713,7.69735,0.927,NA,NA,NA,NA,NA,NA
186694,8.31269,8.27305,7.74122,NA,NA,NA,0.786,NA,NA,NA
186869,7.79304,8.3724,7.64766,0.908,NA,NA,NA,NA,NA,NA
187070,8.02674,8.29563,7.67033,NA,NA,0.773,NA,NA,NA,NA
187205,8.1296,8.53031,7.25794,NA,0.756,NA,NA,NA,NA,NA
187412,8.45934,8.24663,7.98135,NA,NA,NA,0.755,NA,NA,NA
187788,7.6977,7.49759,7.48396,NA,NA,NA,0.83,NA,NA,NA
187934,7.85469,7.74597,7.42193,0.962,NA,NA,NA,NA,NA,NA
188095,8.5718,7.57741,7.53519,NA,0.851,NA,NA,NA,NA,NA
188346,7.97895,7.08189,7.41042,NA,NA,NA,0.779,NA,NA,NA
188481,7.50588,6.9097,7.85464,0.837,NA,NA,NA,NA,NA,NA
188786,7.98144,6.93487,7.30556,0.823,NA,NA,NA,NA,NA,NA
188825,7.2811,7.83567,7.12259,NA,NA,0.784,NA,NA,NA,NA
189128,8.23614,6.91512,7.45476,NA,0.791,NA,NA,NA,NA,NA
189232,7.66631,8.10148,6.95625,0.849,NA,NA,NA,NA,NA,NA
189435,8.02976,7.85192,7.53477,NA,0.968,NA,NA,NA,NA,NA
189631,8.18534,8.04137,7.2914,NA,NA,0.785,NA,NA,NA,NA
189922,7.9891,6.60673,7.85398,NA,0.717,NA,NA,NA,NA,NA
190191,8.36403,7.43542,6.95756,NA,0.765,NA,NA,NA,NA,NA
190218,7.21809,7.49651,7.37652,0.915,NA,NA,NA,NA,NA,NA
190516,7.32748,8.33137,8.3839,0.813,NA,NA,NA,NA,NA,NA
190791,8.05215,7.69323,8.71138,0.811,NA,NA,NA,NA,NA,NA
190900,7.77392,7.41145,8.33285,0.891,NA,NA,NA,NA,NA,NA
191042,7.38909,7.52217,7.81687,0.967,NA,NA,NA,NA,NA,NA
191270,8.07606,8.13651,8.05979,NA,0.89,NA,NA,NA,NA,NA
191468,8.00199,8.41812,7.49483,NA,NA,NA,0.73,NA,NA,NA
191727,7.99666,8.28609,8.05108,NA,NA,NA,0.766,NA,NA,NA
191936,8.43359,7.63061,7.32591,0.87,NA,NA,NA,NA,NA,NA
192056,7.55399,7.53947,7.92747,NA,0.979,NA,NA,NA,NA,NA
192321,7.85875,7.13001,7.91607,NA,0.89,NA,NA,NA,NA,NA
192493,8.43858,7.53517,8.12413,NA,0.856,NA,NA,NA,NA,NA
192637,7.30854,7.74432,7.95616,0.951,NA,NA,NA,NA,NA,NA
192930,7.9293,8.17377,8.20386,NA,NA,0.777,NA,NA,NA,NA
193042,8.31503,7.57476,8.26115,NA,0.815,NA,NA,NA,NA,NA
193348,7.73414,8.17332,7.89277,NA,0.941,NA,NA,NA,NA,NA
193481,8.237,7.5591,7.25815,0.876,NA,NA,NA,NA,NA,NA
193760,8.57861,7.65439,6.9733,0.753,NA,NA,NA,NA,NA,NA
193989,7.27168,8.37229,7.83258,0.833,NA,NA,NA,NA,NA,NA
194107,7.58815,8.6804,7.75673,NA,NA,NA,0.738,NA,NA,NA
194315,8.47944,8.47102,7.9155,NA,0.773,NA,NA,NA,NA,NA
194454,7.75602,8.43238,7.55055,NA,NA,0.804,NA,NA,NA,NA
194757,8.26807,7.62817,6.44245,0.621,NA,NA,NA,NA,NA,NA
194946,8.31148,8.33453,7.31625,NA,0.823,NA,NA,NA,NA,NA
195168,7.60342,7.63723,7.64233,NA,0.975,NA,NA,NA,NA,NA
195283,8.33071,7.85802,7.81796,0.906,NA,NA,NA,NA,NA,NA
195522,7.29676,7.9182,7.60294,0.949,NA,NA,NA,NA,NA,NA
195710,7.04099,7.4893,7.75885,NA,NA,NA,0.845,NA,NA,NA
195821,7.22664,7.31577,7.50984,NA,0.865,NA,NA,NA,NA,NA
196025,7.29539,7.46639,8.26933,0.889,NA,NA,NA,NA,NA,NA
196278,7.47284,8.41305,8.58704,NA,NA,NA,0.715,NA,NA,NA
196453,7.94377,7.63583,8.47605,0.881,NA,NA,NA,NA,NA,NA
196684,8.3941,8.2014,8.45498,NA,NA,0.68,NA,NA,NA,NA
196821,7.81761,7.38574,7.33406,NA,NA,NA,NA,NA,0.739,NA
197140,7.91096,7.71925,7.98339,NA,0.947,NA,NA,NA,NA,NA
197386,7.42583,7.81119,8.04235,NA,NA,0.875,NA,NA,NA,NA
197551,7.66937,6.93865,8.26685,NA,0.768,NA,NA,NA,NA,NA
197625,7.64781,7.64796,8.15967,0.943,NA,NA,NA,NA,NA,NA
197952,8.19152,8.44063,8.26237,0.775,NA,NA,NA,NA,NA,NA
198157,8.09963,7.51443,7.94903,0.915,NA,NA,NA,NA,NA,NA
198278,8.29477,7.79408,7.77095,0.911,NA,NA,NA,NA,NA,NA
198430,8.62482,8.4478,8.321,0.689,NA,NA,NA,NA,NA,NA
198660,7.96682,7.64078,8.11218,NA,0.926,NA,NA,NA,NA,NA
198981,7.44183,7.391,6.53636,NA,0.684,NA,NA,NA,NA,NA
199095,7.97469,7.91367,6.86822,0.817,NA,NA,NA,NA,NA,NA
199269,7.05638,7.77298,7.96607,NA,0.858,NA,NA,NA,NA,NA
199528,7.40551,8.03676,7.50486,0.941,NA,NA,NA,NA,NA,NA
199659,8.33472,7.06599,7.76108,NA,NA,NA,0.69,NA,NA,NA
200000,7.93633,8.1872,9.13682,NA,NA,NA,NA,NA,NA,0.174
