id,x0,x1,x2,fitness7,fitness7.5,fitness8,fitness6.5,fitness9,fitness8.5,fitness9.5,fitness10,fitness6
119888,6.64045,8.91,6.69693,NA,0.338,NA,NA,NA,NA,NA,NA,NA
120054,6.65177,8.39916,7.29727,0.599,NA,NA,NA,NA,NA,NA,NA,NA
120365,7.44182,7.35019,7.05544,0.761,NA,NA,NA,NA,NA,NA,NA,NA
120506,7.23289,7.14078,7.99851,NA,NA,NA,0.629,NA,NA,NA,NA,NA
120645,7.19463,7.53516,7.58207,0.88,NA,NA,NA,NA,NA,NA,NA,NA
120964,7.40466,7.37352,7.96115,0.889,NA,NA,NA,NA,NA,NA,NA,NA
121162,6.87068,7.11907,7.44715,NA,0.746,NA,NA,NA,NA,NA,NA,NA
121219,7.35278,7.9413,9.28645,0.499,NA,NA,NA,NA,NA,NA,NA,NA
121486,7.8346,8.08496,9.7813,NA,0.532,NA,NA,NA,NA,NA,NA,NA
121794,7.67474,6.57595,7.42792,0.59,NA,NA,NA,NA,NA,NA,NA,NA
121967,8.01112,7.33096,7.49584,0.895,NA,NA,NA,NA,NA,NA,NA,NA
122035,8.18469,7.5383,7.27371,NA,NA,NA,NA,NA,0.764,NA,NA,NA
122257,7.28723,7.54132,8.19707,NA,NA,0.861,NA,NA,NA,NA,NA,NA
122588,7.41857,7.09229,8.01883,NA,NA,NA,NA,NA,0.766,NA,NA,NA
122753,7.43359,7.64242,8.26257,NA,NA,NA,NA,NA,0.818,NA,NA,NA
122948,7.22879,7.97189,9.41387,NA,0.579,NA,NA,NA,NA,NA,NA,NA
123192,7.91345,7.29076,7.71197,NA,NA,0.944,NA,NA,NA,NA,NA,NA
123312,7.00356,7.07395,7.02631,NA,NA,0.703,NA,NA,NA,NA,NA,NA
123485,5.15366,8.12541,7.8987,NA,0.542,NA,NA,NA,NA,NA,NA,NA
123609,7.67861,8.42029,7.41527,NA,0.874,NA,NA,NA,NA,NA,NA,NA
123895,7.49799,7.56717,8.16235,0.886,NA,NA,NA,NA,NA,NA,NA,NA
124176,7.61889,7.78349,7.64314,NA,NA,NA,NA,NA,NA,NA,NA,0.515
124314,7.6021,7.04951,7.99164,NA,NA,0.849,NA,NA,NA,NA,NA,NA
124485,7.17334,8.02927,8.25907,NA,0.834,NA,NA,NA,NA,NA,NA,NA
124720,7.32971,7.8118,7.80016,NA,NA,0.959,NA,NA,NA,NA,NA,NA
124822,6.98879,8.19743,7.95718,NA,NA,0.788,NA,NA,NA,NA,NA,NA
125120,7.65597,8.07117,7.49731,NA,0.959,NA,NA,NA,NA,NA,NA,NA
125341,7.57086,8.27968,8.46674,NA,NA,NA,NA,NA,NA,NA,NA,0.402
125451,7.96126,7.23945,7.04369,NA,NA,0.82,NA,NA,NA,NA,NA,NA
125797,8.26401,7.79388,7.84602,NA,0.916,NA,NA,NA,NA,NA,NA,NA
125801,7.67272,6.91518,7.87723,0.793,NA,NA,NA,NA,NA,NA,NA,NA
126129,8.53585,6.73342,8.21182,NA,NA,NA,NA,NA,0.564,NA,NA,NA
126395,8.08314,8.11785,8.25611,NA,NA,0.838,NA,NA,NA,NA,NA,NA
126548,8.20501,7.96737,6.93677,NA,0.811,NA,NA,NA,NA,NA,NA,NA
126732,8.24018,7.23959,7.22574,NA,NA,0.839,NA,NA,NA,NA,NA,NA
126848,7.64321,6.93362,7.91481,0.795,NA,NA,NA,NA,NA,NA,NA,NA
127008,8.43298,7.18505,7.57342,NA,NA,NA,NA,NA,0.683,NA,NA,NA
127356,7.95378,6.80343,7.67888,NA,NA,NA,NA,NA,0.738,NA,NA,NA
127567,8.27164,7.65084,6.67641,NA,NA,0.703,NA,NA,NA,NA,NA,NA
127650,7.83192,7.54025,8.21356,NA,NA,0.941,NA,NA,NA,NA,NA,NA
127875,7.91917,8.27375,8.05875,NA,NA,0.875,NA,NA,NA,NA,NA,NA
128127,7.23465,7.94583,8.10769,0.861,NA,NA,NA,NA,NA,NA,NA,NA
128356,8.43004,8.70044,8.17677,NA,NA,NA,NA,NA,0.535,NA,NA,NA
128477,8.47679,8.04915,7.96404,NA,NA,NA,NA,NA,0.793,NA,NA,NA
128618,7.94548,8.56156,8.45046,0.685,NA,NA,NA,NA,NA,NA,NA,NA
128806,7.74818,7.48627,8.51644,NA,0.843,NA,NA,NA,NA,NA,NA,NA
129067,7.84426,8.24305,8.84097,0.693,NA,NA,NA,NA,NA,NA,NA,NA
129296,7.4359,8.25056,8.30014,NA,NA,0.828,NA,NA,NA,NA,NA,NA
129561,8.56885,8.22702,8.39717,NA,0.721,NA,NA,NA,NA,NA,NA,NA
129608,7.94729,8.22531,8.20372,0.79,NA,NA,NA,NA,NA,NA,NA,NA
129994,8.0516,8.34784,8.32844,0.771,NA,NA,NA,NA,NA,NA,NA,NA
130181,7.43278,8.40929,8.49304,NA,0.768,NA,NA,NA,NA,NA,NA,NA
130365,7.59218,8.45381,8.92124,NA,NA,0.643,NA,NA,NA,NA,NA,NA
130537,7.98613,8.20178,8.98567,NA,NA,0.693,NA,NA,NA,NA,NA,NA
130682,7.42188,7.58332,8.41011,NA,0.887,NA,NA,NA,NA,NA,NA,NA
130925,6.61748,8.33497,7.6285,NA,0.664,NA,NA,NA,NA,NA,NA,NA
131022,7.98795,7.32589,7.33853,NA,NA,0.893,NA,NA,NA,NA,NA,NA
131339,8.45109,7.19949,8.05077,NA,0.8,NA,NA,NA,NA,NA,NA,NA
131508,6.95667,7.38881,8.73349,NA,NA,NA,NA,NA,0.548,NA,NA,NA
131688,7.86456,7.73631,8.24262,NA,NA,NA,NA,NA,NA,NA,0.461,NA
131865,6.94614,7.79836,7.61463,NA,NA,NA,NA,0.582,NA,NA,NA,NA
132109,7.90388,7.05503,6.99753,NA,NA,NA,NA,NA,0.713,NA,NA,NA
132233,8.10458,8.1267,7.32211,NA,NA,0.857,NA,NA,NA,NA,NA,NA
132572,7.61828,7.87935,6.76471,NA,NA,NA,NA,NA,0.722,NA,NA,NA
132617,7.72211,8.17471,7.46829,NA,NA,0.941,NA,NA,NA,NA,NA,NA
132801,7.74515,8.39229,8.05625,NA,0.874,NA,NA,NA,NA,NA,NA,NA
133113,8.51243,9.64223,7.87623,0.411,NA,NA,NA,NA,NA,NA,NA,NA
133227,8.68436,8.46595,8.32977,NA,NA,NA,NA,NA,0.604,NA,NA,NA
133439,8.32688,8.17617,8.9448,NA,NA,0.633,NA,NA,NA,NA,NA,NA
133624,7.11651,8.23257,8.38671,0.695,NA,NA,NA,NA,NA,NA,NA,NA
133923,8.5675,8.12468,7.66625,NA,NA,NA,0.621,NA,NA,NA,NA,NA
134012,8.42078,7.69242,8.43437,NA,0.812,NA,NA,NA,NA,NA,NA,NA
134380,7.34366,8.73204,8.38211,NA,NA,0.707,NA,NA,NA,NA,NA,NA
134456,6.87169,8.0413,7.80907,NA,0.813,NA,NA,NA,NA,NA,NA,NA
134624,8.27856,8.06075,7.10953,NA,NA,0.809,NA,NA,NA,NA,NA,NA
134884,8.12092,8.46999,7.62425,NA,0.842,NA,NA,NA,NA,NA,NA,NA
135065,8.20605,6.83438,8.15843,NA,0.74,NA,NA,NA,NA,NA,NA,NA
135248,7.93755,8.86521,8.67186,NA,0.625,NA,NA,NA,NA,NA,NA,NA
135519,7.71221,7.68443,8.60111,NA,NA,NA,0.513,NA,NA,NA,NA,NA
135770,8.40994,7.44646,7.58443,NA,0.856,NA,NA,NA,NA,NA,NA,NA
135992,7.38154,7.01625,7.53721,NA,NA,0.843,NA,NA,NA,NA,NA,NA
136003,6.91017,7.72221,7.12973,NA,NA,0.776,NA,NA,NA,NA,NA,NA
136319,7.0707,8.20866,7.39328,NA,0.807,NA,NA,NA,NA,NA,NA,NA
136482,7.77088,7.68514,7.4365,NA,NA,NA,NA,NA,0.882,NA,NA,NA
136619,7.55713,7.27134,7.8474,NA,NA,0.912,NA,NA,NA,NA,NA,NA
136989,7.60806,8.61828,7.61423,NA,0.85,NA,NA,NA,NA,NA,NA,NA
137071,7.25841,8.44038,7.62739,NA,0.858,NA,NA,NA,NA,NA,NA,NA
137342,7.22045,7.22082,8.27377,NA,NA,0.831,NA,NA,NA,NA,NA,NA
137447,8.1994,8.40807,7.95224,0.766,NA,NA,NA,NA,NA,NA,NA,NA
137633,7.24131,9.11894,7.65151,NA,NA,0.667,NA,NA,NA,NA,NA,NA
137990,8.2725,8.07125,7.85769,NA,NA,NA,NA,NA,0.798,NA,NA,NA
138060,7.86073,8.4546,7.36838,NA,NA,0.863,NA,NA,NA,NA,NA,NA
138256,7.45275,8.08297,8.59389,NA,0.823,NA,NA,NA,NA,NA,NA,NA
138429,6.97323,7.26428,7.99435,0.687,NA,NA,NA,NA,NA,NA,NA,NA
138799,7.27249,6.86858,7.92851,NA,NA,0.798,NA,NA,NA,NA,NA,NA
138875,6.97661,7.27781,7.09735,NA,0.748,NA,NA,NA,NA,NA,NA,NA
139045,6.70688,7.61585,7.30763,NA,NA,NA,0.563,NA,NA,NA,NA,NA
139321,8.03298,8.08875,6.99663,NA,0.83,NA,NA,NA,NA,NA,NA,NA
139505,8.38063,8.26131,7.80515,NA,0.83,NA,NA,NA,NA,NA,NA,NA
139616,6.56688,7.45533,8.13444,NA,NA,NA,NA,NA,0.6,NA,NA,NA
139949,7.10859,7.79851,7.10417,0.693,NA,NA,NA,NA,NA,NA,NA,NA
140160,7.46815,8.16129,7.34269,NA,0.877,NA,NA,NA,NA,NA,NA,NA
140364,7.20313,6.87235,7.594,NA,0.787,NA,NA,NA,NA,NA,NA,NA
140524,7.98032,7.95067,8.6953,NA,NA,NA,NA,NA,0.651,NA,NA,NA
140697,8.53669,8.07563,8.53054,NA,NA,0.683,NA,NA,NA,NA,NA,NA
140935,8.39358,7.81548,7.14583,NA,NA,0.832,NA,NA,NA,NA,NA,NA
141131,7.91928,6.56655,7.85667,0.64,NA,NA,NA,NA,NA,NA,NA,NA
141379,7.1811,7.99626,8.14864,0.828,NA,NA,NA,NA,NA,NA,NA,NA
141566,6.67925,7.95467,7.78786,0.645,NA,NA,NA,NA,NA,NA,NA,NA
141771,6.82188,7.74031,8.02601,NA,NA,NA,NA,NA,0.674,NA,NA,NA
141933,6.83744,7.12349,8.12491,NA,NA,NA,NA,NA,0.577,NA,NA,NA
142169,6.57377,7.78982,7.34727,NA,0.696,NA,NA,NA,NA,NA,NA,NA
142246,6.73355,7.92394,8.12171,NA,0.762,NA,NA,NA,NA,NA,NA,NA
142462,7.40919,7.91118,8.43786,NA,0.876,NA,NA,NA,NA,NA,NA,NA
142766,7.19884,7.72874,8.01721,NA,0.913,NA,NA,NA,NA,NA,NA,NA
142840,7.07881,7.54118,7.08861,NA,0.825,NA,NA,NA,NA,NA,NA,NA
143096,7.47029,7.86247,7.35991,NA,0.939,NA,NA,NA,NA,NA,NA,NA
143271,8.38128,7.88436,8.38325,NA,0.827,NA,NA,NA,NA,NA,NA,NA
143505,7.96647,7.14198,7.1188,NA,0.82,NA,NA,NA,NA,NA,NA,NA
143661,8.61783,7.46243,8.07591,NA,NA,0.819,NA,NA,NA,NA,NA,NA
143880,8.26492,7.74304,8.80572,NA,0.741,NA,NA,NA,NA,NA,NA,NA
144028,8.24342,7.10095,7.6608,NA,0.863,NA,NA,NA,NA,NA,NA,NA
144365,8.13718,7.77001,7.4114,NA,0.935,NA,NA,NA,NA,NA,NA,NA
144599,7.87654,7.85072,7.47838,NA,NA,0.937,NA,NA,NA,NA,NA,NA
144771,7.77347,8.11938,7.58499,NA,0.963,NA,NA,NA,NA,NA,NA,NA
144940,8.1041,6.97222,7.9555,NA,NA,0.83,NA,NA,NA,NA,NA,NA
145037,7.17766,8.31878,8.02987,NA,NA,NA,NA,NA,0.725,NA,NA,NA
145223,7.92194,8.16151,8.41942,NA,NA,NA,NA,NA,0.795,NA,NA,NA
145565,7.51296,7.55473,8.0117,NA,0.95,NA,NA,NA,NA,NA,NA,NA
145797,8.57931,9.05582,7.97863,NA,NA,0.591,NA,NA,NA,NA,NA,NA
145858,7.41612,8.93557,8.42762,0.518,NA,NA,NA,NA,NA,NA,NA,NA
146189,7.51015,7.99109,8.28536,0.839,NA,NA,NA,NA,NA,NA,NA,NA
146346,7.95858,8.73756,8.38506,NA,NA,0.708,NA,NA,NA,NA,NA,NA
146577,7.63004,7.74588,7.53607,NA,NA,0.964,NA,NA,NA,NA,NA,NA
146723,7.53247,7.72805,7.21273,NA,NA,0.928,NA,NA,NA,NA,NA,NA
146827,7.57522,7.78982,8.30889,NA,NA,NA,NA,NA,0.834,NA,NA,NA
147107,6.91713,7.22942,8.25975,NA,0.761,NA,NA,NA,NA,NA,NA,NA
147313,6.71941,7.936,7.72725,NA,NA,0.761,NA,NA,NA,NA,NA,NA
147481,7.1508,7.16529,6.28901,NA,0.5,NA,NA,NA,NA,NA,NA,NA
147714,7.62087,7.38514,7.49105,0.881,NA,NA,NA,NA,NA,NA,NA,NA
147995,7.99702,7.10458,8.38482,NA,0.816,NA,NA,NA,NA,NA,NA,NA
148017,7.15333,7.91445,7.29043,NA,0.886,NA,NA,NA,NA,NA,NA,NA
148201,7.12987,7.93807,8.27225,0.716,NA,NA,NA,NA,NA,NA,NA,NA
148530,7.07391,7.81964,7.27764,NA,0.869,NA,NA,NA,NA,NA,NA,NA
148676,7.73014,6.89523,7.20807,NA,0.804,NA,NA,NA,NA,NA,NA,NA
148882,8.1588,7.67552,6.23305,NA,NA,0.576,NA,NA,NA,NA,NA,NA
149128,6.75216,8.55111,8.08693,NA,NA,0.653,NA,NA,NA,NA,NA,NA
149341,9.06875,7.6548,7.85078,NA,NA,NA,NA,NA,0.633,NA,NA,NA
149532,7.66937,8.46108,7.62918,NA,NA,0.894,NA,NA,NA,NA,NA,NA
149746,7.9765,8.41022,7.39649,0.749,NA,NA,NA,NA,NA,NA,NA,NA
149929,7.9663,7.93584,6.45294,0.555,NA,NA,NA,NA,NA,NA,NA,NA
150039,8.1083,7.55577,7.59564,0.888,NA,NA,NA,NA,NA,NA,NA,NA
150228,7.15882,7.23302,8.15108,NA,0.847,NA,NA,NA,NA,NA,NA,NA
150557,8.01981,8.69384,8.34896,NA,NA,NA,NA,NA,0.662,NA,NA,NA
150759,7.41721,7.23129,7.20859,NA,NA,0.865,NA,NA,NA,NA,NA,NA
150853,7.23999,8.20087,7.64305,NA,NA,0.884,NA,NA,NA,NA,NA,NA
151107,7.89565,8.32215,8.06236,NA,NA,0.846,NA,NA,NA,NA,NA,NA
151377,6.86267,8.57598,8.07565,0.572,NA,NA,NA,NA,NA,NA,NA,NA
151583,7.44528,7.05942,8.12968,0.701,NA,NA,NA,NA,NA,NA,NA,NA
151671,7.27904,7.59756,8.17532,NA,0.915,NA,NA,NA,NA,NA,NA,NA
151815,7.46924,7.66229,7.74256,NA,NA,NA,NA,NA,0.819,NA,NA,NA
152110,7.19696,7.48061,7.61587,NA,NA,NA,NA,NA,NA,NA,0.487,NA
152393,6.67778,8.00897,7.68384,NA,NA,NA,NA,NA,0.698,NA,NA,NA
152505,6.62244,7.42591,8.62072,NA,0.598,NA,NA,NA,NA,NA,NA,NA
152711,7.4937,6.79737,8.25091,NA,NA,0.739,NA,NA,NA,NA,NA,NA
152970,7.28729,6.77928,7.67684,NA,NA,NA,NA,NA,0.672,NA,NA,NA
153036,7.3688,8.38453,8.07876,NA,NA,0.863,NA,NA,NA,NA,NA,NA
153237,7.78915,7.86609,6.88316,NA,NA,0.847,NA,NA,NA,NA,NA,NA
153405,7.63751,7.08369,7.07897,NA,0.793,NA,NA,NA,NA,NA,NA,NA
153729,7.96578,7.70296,8.28257,NA,NA,0.906,NA,NA,NA,NA,NA,NA
153868,7.91332,7.93224,7.74645,0.88,NA,NA,NA,NA,NA,NA,NA,NA
154112,7.75622,8.08683,8.34761,NA,0.885,NA,NA,NA,NA,NA,NA,NA
154392,8.09214,8.03781,7.63186,NA,NA,0.922,NA,NA,NA,NA,NA,NA
154489,7.8374,7.33876,7.5923,NA,NA,NA,NA,NA,0.86,NA,NA,NA
154775,7.78869,7.90184,7.29168,NA,NA,NA,NA,NA,0.895,NA,NA,NA
154871,7.29341,7.87202,7.20399,NA,0.894,NA,NA,NA,NA,NA,NA,NA
155009,8.23896,7.69691,7.07488,NA,NA,0.838,NA,NA,NA,NA,NA,NA
155220,8.17893,7.56588,7.73061,NA,0.936,NA,NA,NA,NA,NA,NA,NA
155436,8.45314,7.60339,7.74699,NA,NA,NA,0.689,NA,NA,NA,NA,NA
155709,8.14747,8.20688,6.82479,0.589,NA,NA,NA,NA,NA,NA,NA,NA
155984,8.12402,7.80037,7.26743,NA,NA,NA,0.691,NA,NA,NA,NA,NA
156160,8.13934,7.90357,7.78398,0.845,NA,NA,NA,NA,NA,NA,NA,NA
156208,7.548,8.03328,7.6516,NA,NA,NA,NA,0.75,NA,NA,NA,NA
156480,7.71271,7.88764,7.40967,NA,NA,NA,NA,NA,0.888,NA,NA,NA
156609,7.53149,8.94837,6.92804,NA,NA,NA,NA,NA,0.531,NA,NA,NA
156886,7.12156,7.97004,6.59955,NA,NA,0.648,NA,NA,NA,NA,NA,NA
157045,6.59513,7.37337,7.72127,NA,0.725,NA,NA,NA,NA,NA,NA,NA
157231,7.8911,7.37766,7.12719,0.823,NA,NA,NA,NA,NA,NA,NA,NA
157408,7.20576,6.71529,7.03581,NA,NA,0.647,NA,NA,NA,NA,NA,NA
157769,6.86824,7.81388,8.35137,0.634,NA,NA,NA,NA,NA,NA,NA,NA
157905,7.90201,8.25462,8.42706,NA,0.799,NA,NA,NA,NA,NA,NA,NA
158006,8.63478,7.78058,8.28884,NA,NA,0.789,NA,NA,NA,NA,NA,NA
158213,8.70442,7.19942,7.52507,0.644,NA,NA,NA,NA,NA,NA,NA,NA
158422,8.52071,7.48103,7.96688,NA,NA,0.819,NA,NA,NA,NA,NA,NA
158786,7.82989,7.90946,6.91455,NA,0.836,NA,NA,NA,NA,NA,NA,NA
158992,7.69166,7.1308,8.39249,0.777,NA,NA,NA,NA,NA,NA,NA,NA
159033,7.53968,7.3916,7.43384,NA,0.943,NA,NA,NA,NA,NA,NA,NA
159241,8.32025,8.06949,7.82693,NA,NA,NA,0.684,NA,NA,NA,NA,NA
159422,7.35555,7.36384,8.18702,NA,0.866,NA,NA,NA,NA,NA,NA,NA
159716,7.91518,7.75066,7.55977,NA,NA,0.955,NA,NA,NA,NA,NA,NA
159878,7.06238,8.18425,6.30353,NA,0.466,NA,NA,NA,NA,NA,NA,NA
160171,6.79873,7.77449,7.21218,NA,0.749,NA,NA,NA,NA,NA,NA,NA
160355,8.29296,8.16971,7.88857,NA,NA,0.841,NA,NA,NA,NA,NA,NA
160534,7.70476,7.71511,7.70521,0.815,NA,NA,NA,NA,NA,NA,NA,NA
160759,7.67495,7.75817,7.54673,NA,0.958,NA,NA,NA,NA,NA,NA,NA
160852,8.33268,8.05141,7.52118,0.819,NA,NA,NA,NA,NA,NA,NA,NA
161102,7.7961,6.99807,8.07279,NA,0.858,NA,NA,NA,NA,NA,NA,NA
161360,7.26707,7.88283,7.52941,NA,NA,0.928,NA,NA,NA,NA,NA,NA
161506,7.81051,7.70985,7.96121,NA,NA,NA,NA,NA,0.917,NA,NA,NA
161704,8.18363,7.33161,7.91391,NA,0.911,NA,NA,NA,NA,NA,NA,NA
161988,7.74302,6.90263,7.97918,0.773,NA,NA,NA,NA,NA,NA,NA,NA
162154,8.53014,7.08461,7.36115,0.659,NA,NA,NA,NA,NA,NA,NA,NA
162282,7.49309,7.44124,8.37553,NA,NA,0.893,NA,NA,NA,NA,NA,NA
162530,8.3534,7.50086,7.68099,NA,0.914,NA,NA,NA,NA,NA,NA,NA
162711,7.72029,6.86607,8.41975,NA,NA,NA,NA,NA,0.617,NA,NA,NA
162892,6.86572,7.12751,8.44586,NA,NA,NA,NA,NA,0.546,NA,NA,NA
163145,8.24835,7.93698,9.04977,NA,0.656,NA,NA,NA,NA,NA,NA,NA
163361,8.66044,8.028,8.31329,NA,NA,0.719,NA,NA,NA,NA,NA,NA
163499,8.24253,7.9027,7.98104,NA,NA,NA,NA,0.707,NA,NA,NA,NA
163799,8.74261,8.15158,8.66967,NA,0.615,NA,NA,NA,NA,NA,NA,NA
163932,7.86431,7.74597,8.35989,NA,0.906,NA,NA,NA,NA,NA,NA,NA
164042,8.40978,8.51944,7.6664,NA,0.751,NA,NA,NA,NA,NA,NA,NA
164344,7.38221,8.85449,8.46447,NA,0.643,NA,NA,NA,NA,NA,NA,NA
164515,7.36311,8.63075,7.94751,NA,NA,NA,0.613,NA,NA,NA,NA,NA
164630,7.43224,7.09297,8.03881,NA,NA,NA,NA,NA,NA,0.561,NA,NA
164913,7.17932,7.26703,7.77916,NA,NA,0.882,NA,NA,NA,NA,NA,NA
165187,6.65187,7.22513,7.70161,NA,NA,NA,NA,NA,0.624,NA,NA,NA
165355,8.03465,7.90877,8.00715,NA,NA,0.948,NA,NA,NA,NA,NA,NA
165518,8.60883,7.0699,7.78884,NA,NA,0.763,NA,NA,NA,NA,NA,NA
165759,8.19358,7.89158,9.3122,NA,0.593,NA,NA,NA,NA,NA,NA,NA
165890,8.55887,8.06875,8.36398,0.686,NA,NA,NA,NA,NA,NA,NA,NA
166107,6.93675,8.42435,8.39225,NA,0.68,NA,NA,NA,NA,NA,NA,NA
166307,8.71329,8.33961,8.45468,NA,NA,0.65,NA,NA,NA,NA,NA,NA
166437,8.23016,7.07028,7.78542,NA,0.852,NA,NA,NA,NA,NA,NA,NA
166688,7.87422,8.05634,7.15386,NA,0.861,NA,NA,NA,NA,NA,NA,NA
166916,6.99924,8.74618,6.57893,NA,NA,0.464,NA,NA,NA,NA,NA,NA
167064,7.25607,8.44372,6.57378,NA,NA,0.602,NA,NA,NA,NA,NA,NA
167301,7.70422,8.32029,7.54663,NA,NA,NA,NA,NA,0.771,NA,NA,NA
167443,8.63144,7.80586,7.57174,NA,NA,0.849,NA,NA,NA,NA,NA,NA
167699,7.74384,7.42334,7.66363,NA,0.976,NA,NA,NA,NA,NA,NA,NA
167984,7.73465,7.78447,6.87823,NA,0.816,NA,NA,NA,NA,NA,NA,NA
168036,7.50926,7.5998,7.18758,NA,NA,NA,NA,NA,0.862,NA,NA,NA
168367,8.08465,7.65939,8.17352,NA,NA,0.925,NA,NA,NA,NA,NA,NA
168535,8.36702,7.92774,8.67361,NA,NA,NA,NA,NA,0.662,NA,NA,NA
168647,9.12378,7.77049,8.10584,NA,0.679,NA,NA,NA,NA,NA,NA,NA
168966,8.62551,7.28178,7.5374,NA,0.812,NA,NA,NA,NA,NA,NA,NA
169130,8.53851,6.67662,7.40386,NA,NA,NA,NA,NA,0.533,NA,NA,NA
169375,7.78901,7.78767,6.59233,NA,NA,NA,0.557,NA,NA,NA,NA,NA
169439,7.37511,7.61868,7.54218,0.848,NA,NA,NA,NA,NA,NA,NA,NA
169793,7.89631,7.69835,7.06159,NA,0.89,NA,NA,NA,NA,NA,NA,NA
169883,7.57677,8.27419,7.67543,NA,NA,0.935,NA,NA,NA,NA,NA,NA
170145,7.72085,7.33896,8.66812,NA,NA,0.809,NA,NA,NA,NA,NA,NA
170311,7.76288,7.43451,8.20885,NA,NA,NA,NA,NA,0.819,NA,NA,NA
170420,7.12274,7.8539,8.69567,NA,NA,0.756,NA,NA,NA,NA,NA,NA
170788,7.40618,8.03945,8.19288,NA,NA,NA,0.698,NA,NA,NA,NA,NA
170964,7.23734,7.46839,7.42015,NA,0.91,NA,NA,NA,NA,NA,NA,NA
171004,7.21011,7.88086,8.38046,NA,0.824,NA,NA,NA,NA,NA,NA,NA
171287,7.825,8.46311,8.06833,NA,NA,NA,0.65,NA,NA,NA,NA,NA
171543,7.82727,8.39209,7.13574,NA,NA,0.806,NA,NA,NA,NA,NA,NA
171618,7.02649,7.40356,7.48548,NA,NA,NA,NA,NA,0.803,NA,NA,NA
171899,7.67453,6.33456,8.10866,NA,NA,0.607,NA,NA,NA,NA,NA,NA
172109,7.32102,7.64515,7.24211,0.854,NA,NA,NA,NA,NA,NA,NA,NA
172353,7.88886,8.06078,7.21776,NA,NA,NA,NA,NA,0.861,NA,NA,NA
172481,7.34388,8.29151,7.34344,NA,0.879,NA,NA,NA,NA,NA,NA,NA
172759,7.40005,7.60911,7.85809,NA,NA,NA,NA,0.687,NA,NA,NA,NA
172836,7.23505,7.49917,8.19453,NA,NA,NA,NA,NA,0.826,NA,NA,NA
173156,7.46993,4.87076,7.27648,NA,NA,NA,0.403,NA,NA,NA,NA,NA
173362,7.31302,6.96661,7.79886,0.682,NA,NA,NA,NA,NA,NA,NA,NA
173569,7.62114,5.86561,7.86548,NA,NA,0.503,NA,NA,NA,NA,NA,NA
173664,7.08835,6.61765,7.16651,NA,NA,0.616,NA,NA,NA,NA,NA,NA
173824,7.57022,6.39557,7.65133,NA,NA,0.636,NA,NA,NA,NA,NA,NA
174155,7.74918,7.35752,8.37029,NA,NA,0.874,NA,NA,NA,NA,NA,NA
174350,7.87113,6.5471,8.17506,NA,0.652,NA,NA,NA,NA,NA,NA,NA
174402,7.12469,7.22116,6.43413,NA,0.566,NA,NA,NA,NA,NA,NA,NA
174610,8.54352,8.09528,6.3052,NA,NA,0.483,NA,NA,NA,NA,NA,NA
174979,7.70813,8.04619,7.45198,0.855,NA,NA,NA,NA,NA,NA,NA,NA
175112,7.23836,7.34003,7.45613,0.817,NA,NA,NA,NA,NA,NA,NA,NA
175289,7.68167,8.31268,7.1991,NA,0.875,NA,NA,NA,NA,NA,NA,NA
175548,7.47183,8.25278,8.09259,NA,NA,0.901,NA,NA,NA,NA,NA,NA
175705,7.41155,7.52434,8.27302,NA,NA,NA,NA,0.73,NA,NA,NA,NA
175957,6.80956,8.23718,8.21179,NA,NA,0.705,NA,NA,NA,NA,NA,NA
176098,7.18707,7.57528,7.31549,NA,NA,0.881,NA,NA,NA,NA,NA,NA
176384,7.51529,7.55618,6.89312,NA,0.845,NA,NA,NA,NA,NA,NA,NA
176582,7.88589,7.52002,7.56865,NA,NA,NA,NA,NA,0.85,NA,NA,NA
176730,6.92079,8.8461,7.82259,NA,NA,NA,NA,NA,0.563,NA,NA,NA
176894,7.66974,8.28037,8.9687,NA,NA,NA,NA,NA,0.554,NA,NA,NA
177111,7.53203,8.1185,9.4806,NA,NA,NA,NA,NA,0.511,NA,NA,NA
177210,8.31566,7.00378,7.28838,NA,0.757,NA,NA,NA,NA,NA,NA,NA
177509,7.9974,6.82996,7.56939,0.742,NA,NA,NA,NA,NA,NA,NA,NA
177698,8.6234,7.2567,7.98295,NA,NA,NA,NA,NA,0.729,NA,NA,NA
177841,9.04448,7.91618,7.09399,NA,0.649,NA,NA,NA,NA,NA,NA,NA
178045,7.09891,7.13224,6.96716,NA,0.725,NA,NA,NA,NA,NA,NA,NA
178212,7.00997,7.7003,7.32788,NA,0.85,NA,NA,NA,NA,NA,NA,NA
178459,8.26489,8.12709,7.52711,0.845,NA,NA,NA,NA,NA,NA,NA,NA
178658,8.1144,8.32341,8.04414,NA,NA,0.872,NA,NA,NA,NA,NA,NA
178934,8.17059,8.52374,7.50867,0.687,NA,NA,NA,NA,NA,NA,NA,NA
179026,7.96669,8.66364,8.22965,NA,0.757,NA,NA,NA,NA,NA,NA,NA
179362,7.99022,9.14672,7.45516,NA,NA,0.682,NA,NA,NA,NA,NA,NA
179530,8.23881,8.41195,7.32961,NA,0.818,NA,NA,NA,NA,NA,NA,NA
179621,8.85478,7.77879,6.52173,NA,0.514,NA,NA,NA,NA,NA,NA,NA
179941,8.14323,7.41858,6.43708,NA,NA,0.628,NA,NA,NA,NA,NA,NA
180072,8.49401,7.98328,8.22226,NA,NA,0.786,NA,NA,NA,NA,NA,NA
180286,7.70006,7.5791,7.56962,NA,NA,0.955,NA,NA,NA,NA,NA,NA
