id,x0,x1,x2,fitness8,fitness7.5,fitness6.5,fitness9,fitness7,fitness8.5,fitness9.5,fitness6,fitness5
119185,7.68875,8.26883,6.58236,NA,0.684,NA,NA,NA,NA,NA,NA,NA
119349,7.02628,8.21853,7.22941,NA,0.776,NA,NA,NA,NA,NA,NA,NA
119439,8.2963,6.95456,7.45836,NA,NA,NA,NA,0.671,NA,NA,NA,NA
119640,8.10952,8.09963,7.30355,0.882,NA,NA,NA,NA,NA,NA,NA,NA
119921,8.18078,7.41187,7.29621,NA,NA,NA,NA,NA,0.817,NA,NA,NA
120112,7.86569,7.84393,8.2473,NA,0.902,NA,NA,NA,NA,NA,NA,NA
120290,8.29979,8.48531,8.95053,0.546,NA,NA,NA,NA,NA,NA,NA,NA
120476,8.33228,8.59421,8.36465,NA,0.712,NA,NA,NA,NA,NA,NA,NA
120769,7.64209,7.81267,7.82879,NA,NA,NA,NA,NA,0.853,NA,NA,NA
120990,7.35925,7.14064,7.65719,NA,0.898,NA,NA,NA,NA,NA,NA,NA
121134,8.13147,7.51223,8.1049,0.877,NA,NA,NA,NA,NA,NA,NA,NA
121264,7.08955,7.53445,8.39235,NA,0.824,NA,NA,NA,NA,NA,NA,NA
121473,7.3028,7.03623,7.44146,NA,NA,NA,NA,0.76,NA,NA,NA,NA
121655,7.25599,7.91391,7.18736,NA,0.859,NA,NA,NA,NA,NA,NA,NA
121835,8.46495,7.32771,7.45561,NA,NA,0.611,NA,NA,NA,NA,NA,NA
122006,8.06724,8.32918,7.23366,0.842,NA,NA,NA,NA,NA,NA,NA,NA
122220,7.19132,8.5406,8.50843,0.67,NA,NA,NA,NA,NA,NA,NA,NA
122413,8.57764,7.39912,7.57197,NA,NA,NA,NA,NA,0.708,NA,NA,NA
122676,7.88761,7.54677,6.68485,NA,NA,NA,NA,0.691,NA,NA,NA,NA
122839,6.68658,7.54012,7.33021,NA,NA,NA,NA,NA,0.673,NA,NA,NA
123135,7.43616,7.13431,8.21536,NA,NA,NA,0.579,NA,NA,NA,NA,NA
123285,7.58905,7.77516,8.07417,NA,NA,NA,NA,NA,0.805,NA,NA,NA
123442,7.2269,8.00508,7.62772,0.928,NA,NA,NA,NA,NA,NA,NA,NA
123635,8.11258,7.16481,7.81891,NA,NA,NA,NA,NA,0.832,NA,NA,NA
123997,8.64009,8.56338,7.65854,NA,NA,NA,NA,NA,0.667,NA,NA,NA
124129,8.35985,8.37068,7.8509,NA,NA,NA,0.656,NA,NA,NA,NA,NA
124245,7.96349,7.79887,7.32771,NA,NA,NA,0.71,NA,NA,NA,NA,NA
124552,7.77055,7.14649,8.11283,NA,NA,NA,NA,NA,0.786,NA,NA,NA
124698,8.52065,7.07595,7.65759,NA,NA,NA,NA,0.659,NA,NA,NA,NA
124884,7.11464,8.19477,7.38386,NA,0.854,NA,NA,NA,NA,NA,NA,NA
125079,8.00424,7.76374,7.93495,0.961,NA,NA,NA,NA,NA,NA,NA,NA
125317,7.30047,7.74183,8.37459,NA,NA,NA,NA,0.805,NA,NA,NA,NA
125584,8.02428,8.55243,7.86099,0.848,NA,NA,NA,NA,NA,NA,NA,NA
125634,7.44262,7.51405,7.98701,NA,0.958,NA,NA,NA,NA,NA,NA,NA
125835,7.73719,8.00405,6.8092,NA,0.814,NA,NA,NA,NA,NA,NA,NA
126172,7.70089,8.18757,7.08102,NA,0.869,NA,NA,NA,NA,NA,NA,NA
126350,7.15208,8.43125,7.66078,0.811,NA,NA,NA,NA,NA,NA,NA,NA
126526,6.87651,8.52899,8.13716,NA,0.66,NA,NA,NA,NA,NA,NA,NA
126774,8.43679,8.38394,8.563,NA,NA,NA,NA,0.617,NA,NA,NA,NA
126892,7.27383,7.31115,7.35354,NA,NA,NA,NA,0.829,NA,NA,NA,NA
127140,8.11042,7.66443,8.16075,NA,NA,NA,NA,NA,0.794,NA,NA,NA
127363,7.19012,7.54695,9.06088,0.673,NA,NA,NA,NA,NA,NA,NA,NA
127498,7.76846,7.44467,8.58966,NA,NA,NA,NA,NA,0.783,NA,NA,NA
127730,6.90431,7.87458,8.58382,NA,NA,NA,NA,NA,0.604,NA,NA,NA
127876,7.79289,8.30183,8.27699,0.85,NA,NA,NA,NA,NA,NA,NA,NA
128070,7.64217,7.87404,8.70504,NA,0.816,NA,NA,NA,NA,NA,NA,NA
128248,7.05831,7.20493,7.97668,NA,0.84,NA,NA,NA,NA,NA,NA,NA
128506,7.17692,7.69677,6.6642,0.698,NA,NA,NA,NA,NA,NA,NA,NA
128626,7.9497,8.5145,7.95617,NA,NA,NA,NA,NA,0.773,NA,NA,NA
128874,7.33467,8.15827,7.62809,NA,NA,NA,NA,0.867,NA,NA,NA,NA
129189,8.59587,7.84617,7.34974,NA,NA,NA,NA,NA,0.776,NA,NA,NA
129276,7.70187,7.58186,6.6781,NA,NA,NA,0.595,NA,NA,NA,NA,NA
129599,7.14435,7.81319,7.38223,NA,0.906,NA,NA,NA,NA,NA,NA,NA
129681,7.83338,6.96789,7.2824,0.832,NA,NA,NA,NA,NA,NA,NA,NA
129882,8.08332,7.64694,8.34341,NA,0.896,NA,NA,NA,NA,NA,NA,NA
130006,7.9017,6.644,7.73434,NA,0.754,NA,NA,NA,NA,NA,NA,NA
130237,8.32501,7.1412,8.87508,NA,0.622,NA,NA,NA,NA,NA,NA,NA
130465,8.18855,8.0871,7.67467,0.918,NA,NA,NA,NA,NA,NA,NA,NA
130750,7.43711,8.88795,7.60219,NA,NA,NA,NA,0.718,NA,NA,NA,NA
130966,7.12533,8.89356,7.26964,NA,0.665,NA,NA,NA,NA,NA,NA,NA
131148,7.11297,9.26994,8.32275,NA,NA,0.33,NA,NA,NA,NA,NA,NA
131299,8.27783,7.67027,7.6854,0.893,NA,NA,NA,NA,NA,NA,NA,NA
131534,7.069,8.07324,7.19382,0.816,NA,NA,NA,NA,NA,NA,NA,NA
131778,7.9646,7.48728,7.70036,NA,NA,NA,NA,0.872,NA,NA,NA,NA
131924,8.61326,7.87542,8.31434,NA,NA,0.57,NA,NA,NA,NA,NA,NA
132121,7.26571,7.95504,8.19284,0.878,NA,NA,NA,NA,NA,NA,NA,NA
132228,7.56509,8.03749,7.04307,0.846,NA,NA,NA,NA,NA,NA,NA,NA
132592,7.76085,6.78297,6.63224,0.589,NA,NA,NA,NA,NA,NA,NA,NA
132768,7.14798,7.81013,6.94987,NA,NA,NA,NA,0.688,NA,NA,NA,NA
132925,6.7072,7.61141,7.57426,NA,0.786,NA,NA,NA,NA,NA,NA,NA
133006,6.9978,7.80263,8.49121,NA,0.754,NA,NA,NA,NA,NA,NA,NA
133210,6.86843,8.67033,7.57337,NA,NA,NA,NA,0.526,NA,NA,NA,NA
133512,7.56274,7.67089,7.48666,NA,NA,0.781,NA,NA,NA,NA,NA,NA
133797,8.42235,8.12774,7.74775,0.867,NA,NA,NA,NA,NA,NA,NA,NA
133816,8.92684,7.56488,9.12969,NA,NA,NA,NA,NA,0.434,NA,NA,NA
134082,8.82523,7.12351,8.32662,0.605,NA,NA,NA,NA,NA,NA,NA,NA
134244,8.15005,7.46218,7.90592,NA,0.94,NA,NA,NA,NA,NA,NA,NA
134442,7.19348,8.29902,8.08723,0.824,NA,NA,NA,NA,NA,NA,NA,NA
134638,7.97034,8.80608,7.49648,NA,0.778,NA,NA,NA,NA,NA,NA,NA
134868,7.36457,7.82943,7.37288,NA,0.94,NA,NA,NA,NA,NA,NA,NA
135097,8.1697,7.47334,7.43419,NA,0.926,NA,NA,NA,NA,NA,NA,NA
135206,6.74163,7.69073,7.89349,NA,NA,NA,NA,NA,0.699,NA,NA,NA
135543,7.47636,7.55492,8.2874,NA,NA,NA,NA,NA,0.778,NA,NA,NA
135636,8.31048,7.60826,8.75506,NA,NA,NA,0.523,NA,NA,NA,NA,NA
135841,8.43587,7.3197,7.15081,0.758,NA,NA,NA,NA,NA,NA,NA,NA
136186,7.86711,8.51052,8.05586,0.804,NA,NA,NA,NA,NA,NA,NA,NA
136285,7.6763,8.42608,7.40581,0.835,NA,NA,NA,NA,NA,NA,NA,NA
136574,7.31449,7.66997,6.91833,NA,NA,NA,NA,NA,0.682,NA,NA,NA
136699,8.84716,7.38825,7.18912,NA,NA,NA,NA,NA,0.658,NA,NA,NA
136987,8.22213,7.93035,8.26827,NA,0.877,NA,NA,NA,NA,NA,NA,NA
137199,7.872,8.20229,7.88766,0.936,NA,NA,NA,NA,NA,NA,NA,NA
137358,7.07257,7.89067,7.35397,NA,NA,0.661,NA,NA,NA,NA,NA,NA
137507,7.05163,6.92095,8.21076,NA,0.699,NA,NA,NA,NA,NA,NA,NA
137774,6.48258,7.96079,7.05983,NA,0.604,NA,NA,NA,NA,NA,NA,NA
137804,6.59199,8.40355,6.67704,NA,NA,NA,NA,0.368,NA,NA,NA,NA
138092,8.30457,7.25349,6.70988,NA,0.649,NA,NA,NA,NA,NA,NA,NA
138369,7.92813,7.80288,7.49842,NA,NA,NA,NA,NA,0.914,NA,NA,NA
138401,7.53708,6.9461,7.92101,0.839,NA,NA,NA,NA,NA,NA,NA,NA
138645,7.43721,7.38365,7.98385,NA,NA,NA,0.73,NA,NA,NA,NA,NA
138856,7.33177,7.73803,7.16589,NA,0.906,NA,NA,NA,NA,NA,NA,NA
139143,7.9347,7.65298,8.68141,NA,NA,NA,NA,NA,0.718,NA,NA,NA
139241,8.05127,7.92403,8.56258,0.819,NA,NA,NA,NA,NA,NA,NA,NA
139539,7.5527,7.418,7.58828,0.971,NA,NA,NA,NA,NA,NA,NA,NA
139716,7.58433,8.32539,8.61787,NA,NA,NA,NA,0.731,NA,NA,NA,NA
139830,7.82124,8.95294,8.14182,NA,NA,NA,NA,0.544,NA,NA,NA,NA
140105,7.07466,7.36917,8.12496,NA,NA,NA,NA,0.788,NA,NA,NA,NA
140245,8.28283,7.3008,7.26277,0.842,NA,NA,NA,NA,NA,NA,NA,NA
140497,9.08912,7.92797,7.72941,NA,0.693,NA,NA,NA,NA,NA,NA,NA
140640,8.99068,8.1933,7.31502,NA,NA,NA,NA,0.601,NA,NA,NA,NA
140916,8.08096,8.84609,7.43376,NA,0.74,NA,NA,NA,NA,NA,NA,NA
141074,8.60178,7.95966,8.3601,0.771,NA,NA,NA,NA,NA,NA,NA,NA
141352,7.61891,7.11711,8.6788,NA,0.734,NA,NA,NA,NA,NA,NA,NA
141426,7.21247,7.57166,8.90952,NA,0.702,NA,NA,NA,NA,NA,NA,NA
141690,7.29844,8.47853,8.08036,NA,0.831,NA,NA,NA,NA,NA,NA,NA
141980,7.16549,7.74791,7.72483,0.928,NA,NA,NA,NA,NA,NA,NA,NA
142053,7.19446,7.79061,8.13898,NA,NA,NA,NA,NA,0.74,NA,NA,NA
142312,6.63556,8.08621,7.78516,0.725,NA,NA,NA,NA,NA,NA,NA,NA
142509,7.03417,7.48871,7.47884,0.867,NA,NA,NA,NA,NA,NA,NA,NA
142608,7.45473,7.42884,8.64933,NA,0.819,NA,NA,NA,NA,NA,NA,NA
142879,7.31283,8.04004,7.87863,0.935,NA,NA,NA,NA,NA,NA,NA,NA
143080,7.57089,7.25733,7.3015,0.867,NA,NA,NA,NA,NA,NA,NA,NA
143237,7.59201,7.44109,7.50988,0.961,NA,NA,NA,NA,NA,NA,NA,NA
143454,7.83852,6.97488,7.24802,NA,NA,NA,0.628,NA,NA,NA,NA,NA
143751,8.27077,6.60908,6.72599,NA,0.498,NA,NA,NA,NA,NA,NA,NA
143870,8.94428,7.37852,7.79549,NA,0.732,NA,NA,NA,NA,NA,NA,NA
144029,8.00027,7.63727,8.28551,NA,NA,NA,NA,0.858,NA,NA,NA,NA
144357,7.91854,8.29634,8.89718,0.704,NA,NA,NA,NA,NA,NA,NA,NA
144466,8.44434,8.09004,7.9979,0.825,NA,NA,NA,NA,NA,NA,NA,NA
144775,8.59197,8.07847,7.86201,NA,NA,NA,NA,NA,0.727,NA,NA,NA
144914,8.64613,7.06927,8.09997,NA,NA,NA,NA,NA,0.62,NA,NA,NA
145085,7.67447,7.42175,6.63225,0.707,NA,NA,NA,NA,NA,NA,NA,NA
145386,6.93983,7.84842,8.36032,0.767,NA,NA,NA,NA,NA,NA,NA,NA
145573,7.74231,7.70185,8.16865,NA,0.944,NA,NA,NA,NA,NA,NA,NA
145634,7.6941,7.6829,7.15105,NA,NA,NA,NA,NA,NA,0.568,NA,NA
145847,7.67728,8.53896,7.34435,NA,NA,NA,0.586,NA,NA,NA,NA,NA
146093,7.30584,7.4681,8.10077,NA,NA,NA,0.671,NA,NA,NA,NA,NA
146342,7.60635,7.98493,9.21708,0.676,NA,NA,NA,NA,NA,NA,NA,NA
146453,6.82993,7.85438,7.67868,NA,0.834,NA,NA,NA,NA,NA,NA,NA
146696,7.50139,7.02929,7.86078,0.886,NA,NA,NA,NA,NA,NA,NA,NA
147000,8.3587,8.17249,8.25932,NA,0.816,NA,NA,NA,NA,NA,NA,NA
147150,8.19999,7.92315,7.99847,0.922,NA,NA,NA,NA,NA,NA,NA,NA
147312,7.811,7.46901,7.95131,0.963,NA,NA,NA,NA,NA,NA,NA,NA
147422,7.77374,6.89977,8.2669,NA,NA,NA,NA,NA,0.741,NA,NA,NA
147656,7.80623,8.81062,7.56105,NA,0.772,NA,NA,NA,NA,NA,NA,NA
147866,8.261,8.22714,7.64615,NA,0.889,NA,NA,NA,NA,NA,NA,NA
148032,8.09047,8.87681,7.37102,NA,0.694,NA,NA,NA,NA,NA,NA,NA
148296,8.05225,7.8376,7.51192,0.932,NA,NA,NA,NA,NA,NA,NA,NA
148574,7.95538,7.15798,7.9769,NA,NA,NA,NA,NA,0.833,NA,NA,NA
148715,8.4513,8.20842,6.98776,NA,0.736,NA,NA,NA,NA,NA,NA,NA
148994,8.55142,7.94458,7.62358,NA,0.831,NA,NA,NA,NA,NA,NA,NA
149160,8.94747,8.03182,7.70841,NA,NA,NA,NA,0.681,NA,NA,NA,NA
149373,8.72499,7.65152,7.70368,NA,NA,NA,NA,NA,0.691,NA,NA,NA
149568,7.74751,7.52959,7.86296,NA,NA,NA,NA,NA,0.853,NA,NA,NA
149606,7.64091,7.8836,7.74746,NA,NA,NA,NA,NA,0.889,NA,NA,NA
149880,7.23295,7.69717,7.32807,0.878,NA,NA,NA,NA,NA,NA,NA,NA
150097,8.22121,7.51033,7.60857,NA,NA,NA,NA,NA,0.854,NA,NA,NA
150373,8.25397,8.17577,7.81421,NA,0.866,NA,NA,NA,NA,NA,NA,NA
150422,7.61199,7.54763,8.52822,NA,NA,NA,NA,0.822,NA,NA,NA,NA
150618,7.51293,8.72599,7.94835,0.803,NA,NA,NA,NA,NA,NA,NA,NA
150873,8.73001,7.07678,7.03468,NA,0.646,NA,NA,NA,NA,NA,NA,NA
151044,8.22447,7.19251,7.65554,NA,0.876,NA,NA,NA,NA,NA,NA,NA
151214,6.79006,8.34762,7.62794,NA,NA,NA,NA,0.649,NA,NA,NA,NA
151438,6.62279,8.59347,7.57172,0.575,NA,NA,NA,NA,NA,NA,NA,NA
151711,6.70747,7.7113,7.69744,0.773,NA,NA,NA,NA,NA,NA,NA,NA
151927,7.56197,8.13618,8.64214,NA,0.811,NA,NA,NA,NA,NA,NA,NA
152085,7.53677,9.23157,8.42057,NA,0.594,NA,NA,NA,NA,NA,NA,NA
152253,7.52965,8.06133,8.35385,0.867,NA,NA,NA,NA,NA,NA,NA,NA
152511,7.80978,8.8269,8.02838,NA,NA,NA,NA,NA,0.696,NA,NA,NA
152699,8.3178,7.76511,7.46368,NA,0.917,NA,NA,NA,NA,NA,NA,NA
152840,7.25919,9.07435,6.98152,NA,NA,NA,NA,NA,0.487,NA,NA,NA
153112,7.98187,8.74457,7.24738,NA,NA,NA,NA,NA,0.618,NA,NA,NA
153291,8.32922,8.07433,7.39404,NA,0.874,NA,NA,NA,NA,NA,NA,NA
153502,8.15254,7.69323,8.27298,NA,NA,NA,NA,0.842,NA,NA,NA,NA
153787,7.63279,7.6073,7.05231,NA,NA,NA,NA,NA,0.817,NA,NA,NA
153897,8.15058,7.42949,8.20223,NA,0.89,NA,NA,NA,NA,NA,NA,NA
154116,7.51367,7.98677,6.85598,NA,0.824,NA,NA,NA,NA,NA,NA,NA
154289,7.75795,9.47996,7.11624,NA,NA,NA,NA,NA,0.498,NA,NA,NA
154471,7.79593,8.11851,7.4348,0.936,NA,NA,NA,NA,NA,NA,NA,NA
154694,7.86944,6.97981,8.02735,0.809,NA,NA,NA,NA,NA,NA,NA,NA
154951,7.53638,8.79771,8.50111,NA,0.693,NA,NA,NA,NA,NA,NA,NA
155115,8.01683,7.24605,7.45274,0.916,NA,NA,NA,NA,NA,NA,NA,NA
155339,7.72265,7.86052,7.01175,NA,0.888,NA,NA,NA,NA,NA,NA,NA
155536,7.4876,7.25693,7.41722,NA,0.923,NA,NA,NA,NA,NA,NA,NA
155765,8.53939,7.33308,7.37566,0.817,NA,NA,NA,NA,NA,NA,NA,NA
155934,8.17591,8.30545,8.30643,NA,0.809,NA,NA,NA,NA,NA,NA,NA
156180,8.49738,8.52555,8.06875,NA,NA,NA,NA,0.561,NA,NA,NA,NA
156387,8.67888,7.99688,7.89845,NA,NA,NA,NA,0.739,NA,NA,NA,NA
156553,7.77932,7.89858,8.68485,0.832,NA,NA,NA,NA,NA,NA,NA,NA
156714,7.03322,7.97628,8.91951,0.656,NA,NA,NA,NA,NA,NA,NA,NA
156954,6.61032,7.79259,8.48556,NA,0.648,NA,NA,NA,NA,NA,NA,NA
157032,6.68432,7.06937,8.39529,NA,NA,NA,NA,NA,0.532,NA,NA,NA
157374,7.98736,6.6777,8.45303,NA,0.668,NA,NA,NA,NA,NA,NA,NA
157537,8.08226,6.45407,8.03904,NA,NA,NA,NA,0.59,NA,NA,NA,NA
157745,7.54165,8.37422,7.43758,NA,NA,NA,NA,0.819,NA,NA,NA,NA
157877,7.28267,8.85231,7.13971,NA,0.651,NA,NA,NA,NA,NA,NA,NA
158030,7.34792,7.93913,7.49026,NA,NA,NA,NA,0.897,NA,NA,NA,NA
158230,8.76284,8.5902,7.46064,NA,0.649,NA,NA,NA,NA,NA,NA,NA
158561,8.09228,7.80912,7.36287,NA,NA,NA,NA,NA,0.861,NA,NA,NA
158670,8.4824,8.26645,6.46227,NA,0.503,NA,NA,NA,NA,NA,NA,NA
158986,7.71343,7.85428,7.45512,NA,0.964,NA,NA,NA,NA,NA,NA,NA
159098,8.34456,6.89467,7.53683,NA,0.761,NA,NA,NA,NA,NA,NA,NA
159344,8.53954,7.68174,7.7779,NA,NA,NA,NA,NA,0.747,NA,NA,NA
159442,8.85559,7.72682,7.01035,NA,0.681,NA,NA,NA,NA,NA,NA,NA
159685,7.98501,8.44031,7.35838,NA,NA,NA,NA,0.806,NA,NA,NA,NA
159850,7.37393,8.68446,7.26454,NA,0.755,NA,NA,NA,NA,NA,NA,NA
160178,8.20795,8.74694,7.82719,NA,0.774,NA,NA,NA,NA,NA,NA,NA
160380,8.75672,8.00262,7.42861,0.732,NA,NA,NA,NA,NA,NA,NA,NA
160424,6.86484,7.34864,6.75197,NA,0.617,NA,NA,NA,NA,NA,NA,NA
160605,7.70412,7.49719,7.28872,NA,NA,NA,NA,NA,0.804,NA,NA,NA
160887,7.05334,7.52464,7.95731,NA,NA,NA,NA,NA,0.803,NA,NA,NA
161022,7.35999,8.60213,8.48808,0.729,NA,NA,NA,NA,NA,NA,NA,NA
161287,7.25418,7.63827,7.83031,0.927,NA,NA,NA,NA,NA,NA,NA,NA
161473,7.34004,7.94447,7.83814,NA,0.931,NA,NA,NA,NA,NA,NA,NA
161700,6.71006,7.47956,8.57023,NA,NA,NA,NA,0.596,NA,NA,NA,NA
161947,7.67744,8.16399,8.43765,NA,NA,NA,NA,0.786,NA,NA,NA,NA
162086,7.22065,7.78074,7.97665,NA,NA,NA,NA,NA,0.862,NA,NA,NA
162231,7.49229,8.81476,7.02951,NA,NA,0.463,NA,NA,NA,NA,NA,NA
162502,8.03391,7.09967,7.21987,NA,0.816,NA,NA,NA,NA,NA,NA,NA
162771,8.72215,7.37994,8.0613,NA,NA,NA,NA,0.68,NA,NA,NA,NA
162914,8.29018,7.71217,7.25606,NA,NA,NA,NA,0.799,NA,NA,NA,NA
163075,8.24486,7.16401,7.98327,NA,NA,NA,NA,0.812,NA,NA,NA,NA
163211,8.64956,6.84102,7.46838,0.648,NA,NA,NA,NA,NA,NA,NA,NA
163520,7.96861,7.40147,8.94507,0.695,NA,NA,NA,NA,NA,NA,NA,NA
163750,6.5771,7.07386,7.81782,0.654,NA,NA,NA,NA,NA,NA,NA,NA
163933,7.76717,7.02349,7.80995,NA,0.878,NA,NA,NA,NA,NA,NA,NA
164024,8.01456,7.7746,8.68156,NA,0.823,NA,NA,NA,NA,NA,NA,NA
164309,7.4581,8.28189,8.51564,NA,NA,NA,NA,0.739,NA,NA,NA,NA
164484,8.1753,7.77616,8.46921,NA,NA,NA,NA,0.743,NA,NA,NA,NA
164675,6.90695,7.8717,7.06466,0.728,NA,NA,NA,NA,NA,NA,NA,NA
164842,7.57901,7.90116,7.60303,NA,0.981,NA,NA,NA,NA,NA,NA,NA
165139,7.87161,7.51998,7.67922,NA,0.972,NA,NA,NA,NA,NA,NA,NA
165299,7.78581,7.52656,7.73343,NA,0.992,NA,NA,NA,NA,NA,NA,NA
165401,7.55102,7.54289,8.04362,NA,NA,NA,NA,0.888,NA,NA,NA,NA
165670,7.64688,7.70079,8.312,0.924,NA,NA,NA,NA,NA,NA,NA,NA
165917,9.40712,8.04067,8.11295,0.543,NA,NA,NA,NA,NA,NA,NA,NA
166187,9.0347,7.5081,8.24981,0.672,NA,NA,NA,NA,NA,NA,NA,NA
166326,7.86277,8.6445,7.7397,NA,0.813,NA,NA,NA,NA,NA,NA,NA
166524,6.96597,8.70683,7.51902,0.699,NA,NA,NA,NA,NA,NA,NA,NA
166684,7.87059,8.03538,6.95567,0.842,NA,NA,NA,NA,NA,NA,NA,NA
166929,7.66403,7.31202,7.23624,NA,NA,NA,NA,0.852,NA,NA,NA,NA
167111,7.93982,7.33357,8.1565,NA,0.913,NA,NA,NA,NA,NA,NA,NA
167232,8.34754,7.76452,8.56013,NA,NA,NA,NA,NA,0.634,NA,NA,NA
167424,8.47168,8.28628,7.5034,NA,NA,NA,NA,NA,0.725,NA,NA,NA
167722,8.80987,8.00822,7.83001,NA,NA,NA,NA,0.598,NA,NA,NA,NA
167905,8.23932,7.43323,8.37411,NA,NA,NA,NA,NA,0.713,NA,NA,NA
168063,7.62066,6.50067,7.84301,NA,NA,NA,NA,0.606,NA,NA,NA,NA
168253,8.39069,7.77512,6.98169,NA,NA,NA,NA,NA,0.65,NA,NA,NA
168432,8.40455,7.81228,8.72335,NA,0.741,NA,NA,NA,NA,NA,NA,NA
168664,7.70844,8.09249,8.02835,0.919,NA,NA,NA,NA,NA,NA,NA,NA
168828,6.61056,7.83399,7.93513,0.743,NA,NA,NA,NA,NA,NA,NA,NA
169154,7.53018,8.23912,6.90187,NA,NA,0.552,NA,NA,NA,NA,NA,NA
169345,6.93079,6.50296,7.54364,NA,NA,NA,NA,0.508,NA,NA,NA,NA
169535,7.82953,8.26797,7.90491,NA,NA,0.726,NA,NA,NA,NA,NA,NA
169645,8.07889,8.11982,8.23308,NA,NA,NA,NA,0.816,NA,NA,NA,NA
169994,7.91719,8.64033,7.93307,NA,0.829,NA,NA,NA,NA,NA,NA,NA
170116,8.2185,8.69422,8.21927,NA,NA,NA,NA,NA,0.66,NA,NA,NA
170354,8.42389,7.64434,7.84321,NA,NA,NA,NA,NA,0.831,NA,NA,NA
170513,7.25256,7.89413,8.15078,NA,NA,NA,0.602,NA,NA,NA,NA,NA
170739,7.12376,8.2345,8.21521,NA,NA,NA,NA,NA,0.709,NA,NA,NA
170985,7.63869,7.84245,7.73312,NA,NA,NA,NA,NA,0.897,NA,NA,NA
171121,7.90529,8.09969,6.58937,NA,NA,NA,NA,0.609,NA,NA,NA,NA
171384,8.50005,8.56582,7.23822,NA,NA,NA,NA,0.587,NA,NA,NA,NA
171439,7.05188,8.23717,8.47483,NA,0.749,NA,NA,NA,NA,NA,NA,NA
171634,7.60288,8.17718,7.16562,NA,0.889,NA,NA,NA,NA,NA,NA,NA
171964,8.12279,6.78897,7.08509,0.667,NA,NA,NA,NA,NA,NA,NA,NA
172071,8.75032,7.90839,8.0604,NA,NA,NA,NA,NA,0.687,NA,NA,NA
172238,7.83863,7.67159,7.79609,NA,0.984,NA,NA,NA,NA,NA,NA,NA
172505,8.2048,8.17423,7.24217,NA,0.827,NA,NA,NA,NA,NA,NA,NA
172667,8.05756,7.21086,6.90409,0.761,NA,NA,NA,NA,NA,NA,NA,NA
172816,8.14332,6.96242,6.92709,0.714,NA,NA,NA,NA,NA,NA,NA,NA
173107,7.64657,7.71177,8.03574,0.977,NA,NA,NA,NA,NA,NA,NA,NA
173400,7.95753,7.49524,9.52948,NA,NA,NA,NA,NA,0.531,NA,NA,NA
173472,7.72409,7.68047,8.51051,NA,0.88,NA,NA,NA,NA,NA,NA,NA
173684,8.23091,8.16874,8.31873,NA,0.825,NA,NA,NA,NA,NA,NA,NA
173852,8.75382,7.26244,7.25115,NA,NA,NA,NA,NA,0.647,NA,NA,NA
174123,7.68712,7.66163,7.83059,NA,0.98,NA,NA,NA,NA,NA,NA,NA
174330,7.64977,8.12307,7.66294,NA,NA,NA,NA,NA,0.847,NA,NA,NA
174572,8.17368,8.75872,8.57773,NA,0.649,NA,NA,NA,NA,NA,NA,NA
174762,7.74482,8.03006,7.01215,NA,0.835,NA,NA,NA,NA,NA,NA,NA
174885,7.79843,6.92334,6.92841,NA,0.726,NA,NA,NA,NA,NA,NA,NA
175056,7.64091,6.87102,7.49198,0.829,NA,NA,NA,NA,NA,NA,NA,NA
175207,8.48783,6.47933,7.28289,0.557,NA,NA,NA,NA,NA,NA,NA,NA
175540,8.0667,7.92701,7.39182,0.92,NA,NA,NA,NA,NA,NA,NA,NA
175690,7.27159,8.49484,7.20201,0.794,NA,NA,NA,NA,NA,NA,NA,NA
175842,6.93237,8.48089,7.24109,NA,NA,NA,0.524,NA,NA,NA,NA,NA
176188,7.59075,7.70107,8.38626,NA,NA,NA,NA,NA,0.763,NA,NA,NA
176262,7.65795,7.74418,8.3124,0.875,NA,NA,NA,NA,NA,NA,NA,NA
176588,8.03584,8.18485,7.67869,NA,0.929,NA,NA,NA,NA,NA,NA,NA
176722,7.05601,7.96408,6.9389,NA,NA,NA,NA,0.717,NA,NA,NA,NA
176950,7.67529,7.49545,8.46415,0.882,NA,NA,NA,NA,NA,NA,NA,NA
177137,7.4831,7.57063,8.02416,NA,NA,NA,NA,0.783,NA,NA,NA,NA
177366,7.27318,7.88092,7.82165,NA,0.91,NA,NA,NA,NA,NA,NA,NA
177544,7.72161,8.45235,6.58557,NA,0.65,NA,NA,NA,NA,NA,NA,NA
177785,8.32695,8.98936,6.95652,NA,0.531,NA,NA,NA,NA,NA,NA,NA
177859,7.0173,6.9389,7.62301,NA,NA,NA,NA,0.671,NA,NA,NA,NA
178159,7.71673,6.83136,7.92097,NA,0.83,NA,NA,NA,NA,NA,NA,NA
178243,8.08691,6.8666,7.86438,NA,0.791,NA,NA,NA,NA,NA,NA,NA
178573,7.61727,8.48967,7.28637,NA,0.852,NA,NA,NA,NA,NA,NA,NA
178647,8.24954,8.0719,6.73188,0.719,NA,NA,NA,NA,NA,NA,NA,NA
178806,8.19051,7.77193,7.79927,NA,NA,NA,NA,0.851,NA,NA,NA,NA
179174,8.01943,8.34024,8.28206,NA,NA,NA,NA,0.76,NA,NA,NA,NA
179377,8.6969,8.82372,8.19572,NA,0.595,NA,NA,NA,NA,NA,NA,NA
179534,8.02566,7.79887,7.76731,NA,NA,0.62,NA,NA,NA,NA,NA,NA
