id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3.5,fitness3
173364,-1.38511,4.35213,5,NA,8376.999,NA,NA,NA
173501,-1.96639,5,5,NA,5379.768,NA,NA,NA
173735,-2.15789,5,5,NA,3563.901,NA,NA,NA
173981,-1.95936,5,5,NA,5314.325,NA,NA,NA
174051,-1.25628,4.27564,5,NA,4817.846,NA,NA,NA
174301,-0.540686,4.62302,5,NA,3239.632,NA,NA,NA
174466,-0.555359,5,5,NA,5307.826,NA,NA,NA
174641,-0.895657,5,5,NA,11664.649,NA,NA,NA
174875,-0.710654,3.72422,5,NA,4178.707,NA,NA,NA
174997,-1.37606,4.36966,5,NA,5984.49,NA,NA,NA
175193,-2.03072,5,5,985.411,NA,NA,NA,NA
175575,-1.1593,5,5,1228.245,NA,NA,NA,NA
175702,-0.756966,5,5,NA,12770.629,NA,NA,NA
175847,-1.36492,4.3027,5,NA,6970.656,NA,NA,NA
176045,-0.830463,5,5,NA,12917.307,NA,NA,NA
176314,-0.623578,5,5,NA,10577.482,NA,NA,NA
176489,-0.786415,5,5,NA,13028.198,NA,NA,NA
176634,-1.03191,5,5,NA,5523.853,NA,NA,NA
176986,-1.02965,5,5,NA,5653.972,NA,NA,NA
177143,-1.53651,5,4.32246,NA,6070.855,NA,NA,NA
177238,-1.04865,5,4.66175,NA,3558.4,NA,NA,NA
177531,-0.610886,5,4.7754,NA,9921.545,NA,NA,NA
177630,-0.63348,5,5,NA,12069.635,NA,NA,NA
177841,-0.919451,5,5,NA,NA,4035.328,NA,NA
178086,-1.4366,4.31919,5,NA,9475.974,NA,NA,NA
178201,-0.857425,5,5,NA,12553.887,NA,NA,NA
178503,-0.866278,5,4.71889,NA,16859.1,NA,NA,NA
178617,0.253016,5,4.56179,NA,756.088,NA,NA,NA
178978,-0.828343,4.67792,4.75786,NA,13086.57,NA,NA,NA
179045,0.0338753,5,5,NA,NA,1672.414,NA,NA
179214,-0.688933,5,5,NA,11226.114,NA,NA,NA
179399,-1.04996,4.96263,5,NA,5134.014,NA,NA,NA
179683,-0.937914,5,4.72609,NA,10882.253,NA,NA,NA
179815,-0.999722,5,4.94614,NA,8792.942,NA,NA,NA
180013,-1.41576,5,4.29091,NA,7364.068,NA,NA,NA
180271,-0.712679,4.64112,5,NA,8098,NA,NA,NA
180531,-0.787571,4.76269,3.89824,NA,3693.262,NA,NA,NA
180598,-1.18926,4.38534,5,2286.464,NA,NA,NA,NA
180921,-0.94389,4.79129,5,NA,12564.473,NA,NA,NA
181103,0.238481,5,5,NA,2701.856,NA,NA,NA
181218,-0.531039,5,4.66171,NA,4061.527,NA,NA,NA
181570,-0.94317,5,4.99087,NA,10396.829,NA,NA,NA
181642,-2.27814,5,5,NA,390.672,NA,NA,NA
181800,-0.144756,4.14246,4.88653,NA,4426.657,NA,NA,NA
182168,-1.65516,4.35307,5,NA,3018.304,NA,NA,NA
182227,-2.11403,4.82005,5,4051.089,NA,NA,NA,NA
182590,-1.64008,4.29916,5,4338.698,NA,NA,NA,NA
182612,-0.0913433,4.42426,5,NA,2767.91,NA,NA,NA
182814,-0.71399,5,4.70221,NA,11580.564,NA,NA,NA
183062,-0.971781,5,5,NA,8717.748,NA,NA,NA
183344,-0.686845,5,5,NA,11159.493,NA,NA,NA
183520,-0.609057,4.7644,5,NA,9576.714,NA,NA,NA
183655,-1.57289,5,5,NA,NA,5351.73,NA,NA
183976,-1.05702,5,5,NA,4039.695,NA,NA,NA
184087,-0.717116,5,4.26413,3799.541,NA,NA,NA,NA
184345,-0.0613328,5,4.76233,NA,NA,2489.276,NA,NA
184580,-0.951163,5,5,NA,9654.965,NA,NA,NA
184752,-0.62596,5,5,NA,8797.502,NA,NA,NA
184923,-0.706536,5,5,NA,11744.795,NA,NA,NA
185000,-1.34916,5,5,6408.038,NA,NA,NA,NA
185299,-0.627135,4.90899,5,NA,11412.041,NA,NA,NA
185398,-0.85031,4.97614,5,NA,14308.711,NA,NA,NA
185678,-0.561563,5,5,NA,5635.055,NA,NA,NA
185850,-1.32501,5,4.34279,NA,5925.855,NA,NA,NA
186126,-0.272287,5,5,NA,NA,2470.008,NA,NA
186365,-1.91728,5,5,NA,5680.32,NA,NA,NA
186479,-1.87031,5,4.96865,NA,4423.448,NA,NA,NA
186675,-0.737706,5,4.60143,NA,5877.587,NA,NA,NA
186907,-0.615642,5,5,NA,8327.756,NA,NA,NA
187158,-1.33994,5,4.2206,NA,6362.701,NA,NA,NA
187241,-1.60853,5,4.12781,NA,4083.855,NA,NA,NA
187416,-0.73523,5,5,8216.474,NA,NA,NA,NA
187633,-0.73407,5,5,NA,12393.139,NA,NA,NA
187846,-0.715972,4.98214,5,NA,12912.603,NA,NA,NA
188048,-1.00616,5,5,NA,6964.775,NA,NA,NA
188258,-2.00577,4.84874,4.67577,NA,6291.928,NA,NA,NA
188568,-1.26707,5,4.03533,NA,1118.178,NA,NA,NA
188594,-0.19929,5,4.37132,NA,5068.569,NA,NA,NA
188913,-0.191485,5,4.30936,3695.245,NA,NA,NA,NA
189090,0.311758,5,5,NA,4012.081,NA,NA,NA
189343,-1.06102,5,5,NA,3797.705,NA,NA,NA
189398,-0.699976,5,5,NA,11560.635,NA,NA,NA
189735,-0.946778,5,5,NA,9841.938,NA,NA,NA
189856,-0.668592,5,3.79876,NA,3851.293,NA,NA,NA
190140,-1.0696,5,5,NA,3274.552,NA,NA,NA
190377,-0.884437,5,5,NA,11969.847,NA,NA,NA
190429,-0.659745,5,5,NA,10203.167,NA,NA,NA
190614,-0.484127,5,5,NA,1464.007,NA,NA,NA
190798,-0.341052,4.88072,5,4321.182,NA,NA,NA,NA
191003,-0.967393,5,5,NA,8924.95,NA,NA,NA
191338,-0.564963,5,5,NA,7740.851,NA,NA,NA
191561,-0.566267,4.88879,5,NA,10300.637,NA,NA,NA
191643,-0.518633,5,5,NA,3668.676,NA,NA,NA
191910,-0.575513,5,4.99301,NA,6558.318,NA,NA,NA
192131,-0.727594,5,5,NA,12259.266,NA,NA,NA
192293,-0.874051,5,4.87219,NA,16249.247,NA,NA,NA
192437,-1.89378,5,4.92171,NA,5312.188,NA,NA,NA
192745,-1.52065,4.42342,5,NA,3896.242,NA,NA,NA
192826,-2.02865,5,5,NA,6382.034,NA,NA,NA
193164,-0.631232,5,5,NA,9030.729,NA,NA,NA
193352,-1.03593,4.90583,4.82893,NA,9036.342,NA,NA,NA
193396,-0.120406,5,4.1475,NA,3290.473,NA,NA,NA
193738,-0.905793,5,5,NA,11358.413,NA,NA,NA
193959,-0.961356,5,4.77333,NA,11215.782,NA,NA,NA
194183,-2.00467,5,5,6026.387,NA,NA,NA,NA
194288,-1.99756,4.81101,4.73879,NA,7999.303,NA,NA,NA
194500,-0.853881,5,5,NA,16693.231,NA,NA,NA
194686,-0.925311,5,5,NA,14219.358,NA,NA,NA
194978,-0.603414,5,4.64646,NA,5935.767,NA,NA,NA
195021,-0.787214,5,5,NA,13031.52,NA,NA,NA
195313,-0.760056,5,5,NA,12809.871,NA,NA,NA
195484,-0.537435,5,5,NA,5757.507,NA,NA,NA
195636,-0.983271,5,5,NA,8156.547,NA,NA,NA
195960,-1.88263,5,5,NA,3921.619,NA,NA,NA
196060,-1.84677,5,5,NA,3318.939,NA,NA,NA
196317,-0.839117,4.93705,5,NA,15753.507,NA,NA,NA
196555,-0.588727,4.94669,5,NA,8444.971,NA,NA,NA
196733,-0.982557,4.79972,4.68739,NA,9469.964,NA,NA,NA
196952,-1.50156,4.85424,4.26725,NA,9160.748,NA,NA,NA
197077,-0.629893,5,5,NA,8971.945,NA,NA,NA
197327,-0.632505,5,5,NA,9086.324,NA,NA,NA
197572,-1.84531,5,5,NA,3333.585,NA,NA,NA
197689,-2.01001,5,5,NA,5552.366,NA,NA,NA
197981,-0.62083,5,5,9607.22,NA,NA,NA,NA
198075,0.330224,5,5,NA,4302.447,NA,NA,NA
198248,-0.943274,5,4.71377,NA,NA,2837.397,NA,NA
198403,-1.05391,4.96137,4.95912,1446.197,NA,NA,NA,NA
198721,0.293026,5,5,NA,4421.972,NA,NA,NA
198860,-0.745752,5,5,NA,15366.842,NA,NA,NA
199066,-0.766591,5,5,13820.355,NA,NA,NA,NA
199236,-0.744094,5,5,NA,12577.017,NA,NA,NA
199559,-0.701594,5,5,NA,11607.081,NA,NA,NA
199698,-1.96847,5,5,NA,5397.11,NA,NA,NA
199983,-0.0861626,5,5,NA,-6383.307,NA,NA,NA
