id,x0,x1,x2,fitness5,fitness4,fitness4.5,fitness3.5
190803,5,5,-0.30119,NA,2512.103,NA,NA
191149,5,4.96754,-0.819403,14729.318,NA,NA,NA
191367,5,5,-0.076677,NA,NA,3568.117,NA
191490,4.90037,5,-0.65828,17387.443,NA,NA,NA
191735,5,5,-0.798982,13057.731,NA,NA,NA
191937,5,5,-0.804196,13177.594,NA,NA,NA
192068,4.67472,5,-0.55475,4462.83,NA,NA,NA
192267,4.8053,4.03611,-1.26354,1437.094,NA,NA,NA
192452,4.80842,4.80231,-1.06211,NA,NA,6307.006,NA
192697,4.91273,5,-0.820048,16674.461,NA,NA,NA
192900,4.63963,5,-0.813363,8763.314,NA,NA,NA
193172,4.76592,5,-0.540714,5424.706,NA,NA,NA
193295,4.87517,5,-0.646364,12846.786,NA,NA,NA
193514,5,5,-2.02835,5597.081,NA,NA,NA
193620,4.99316,5,-1.89912,4455.564,NA,NA,NA
193912,5,5,-1.00736,9035.484,NA,NA,NA
194030,4.73423,4.27706,-0.281635,5950.071,NA,NA,NA
194252,5,4.7472,-0.877223,13861.922,NA,NA,NA
194406,4.99296,4.73859,-0.535614,6023.283,NA,NA,NA
194735,5,5,0.464841,NA,NA,1923.354,NA
194935,5,4.30933,-0.332853,3374.701,NA,NA,NA
195085,5,4.82073,-0.679656,14310.446,NA,NA,NA
195278,5,4.28099,-1.66754,3037.623,NA,NA,NA
195593,4.94267,5,-0.689658,13644.849,NA,NA,NA
195629,5,5,-0.566013,5868.035,NA,NA,NA
195952,4.89447,4.84459,-0.834051,29132.307,NA,NA,NA
196155,5,4.83809,-0.800121,17321.178,NA,NA,NA
196248,5,5,-0.166123,NA,4256.394,NA,NA
196575,5,5,-0.677065,NA,NA,11607.176,NA
196698,5,5,-0.870318,12302.102,NA,NA,NA
196903,5,5,-0.936427,10265.114,NA,NA,NA
197116,5,5,-1.00133,7223.867,NA,NA,NA
197294,5,5,-0.734752,NA,NA,10388.278,NA
197543,5,5,-0.759399,12801.764,NA,NA,NA
197663,5,4.42908,-1.55548,3327.546,NA,NA,NA
197933,4.85187,5,-0.518356,4419.723,NA,NA,NA
198010,5,4.74712,-0.764885,14678.593,NA,NA,NA
198305,5,4.40356,-1.57645,3800.344,NA,NA,NA
198415,5,5,-2.08102,5028.434,NA,NA,NA
198772,5,4.38075,-1.37616,6864.161,NA,NA,NA
198980,5,5,-1.05337,NA,NA,2641.517,NA
199055,5,5,-0.750944,16906.573,NA,NA,NA
199354,5,5,-0.646055,NA,NA,9050.852,NA
199529,5,5,-0.626961,8842.149,NA,NA,NA
199657,4.25304,5,-1.21415,3440.347,NA,NA,NA
199986,4.69195,5,0.195992,NA,-181.075,NA,NA
