id,x0,x1,x2,fitness7,fitness7.5,fitness8,fitness8.5,fitness9.5,fitness9,fitness6.5
138151,6.95841,7.95123,7.48159,NA,NA,NA,0.708,NA,NA,NA
138203,7.96631,8.37352,7.38392,NA,NA,NA,0.808,NA,NA,NA
138571,7.46897,7.53806,7.40183,0.897,NA,NA,NA,NA,NA,NA
138654,7.58973,7.14998,7.7977,NA,NA,0.926,NA,NA,NA,NA
138867,7.9374,6.97552,8.08624,0.758,NA,NA,NA,NA,NA,NA
139188,8.08754,8.74794,7.63086,0.698,NA,NA,NA,NA,NA,NA
139284,7.89179,7.72603,8.71156,0.777,NA,NA,NA,NA,NA,NA
139538,7.22074,7.54313,8.82023,NA,NA,0.74,NA,NA,NA,NA
139609,6.96225,7.50556,7.97616,NA,NA,0.81,NA,NA,NA,NA
139944,7.36147,8.21326,7.80319,NA,0.919,NA,NA,NA,NA,NA
140033,7.82532,7.02709,7.97603,NA,0.883,NA,NA,NA,NA,NA
140241,7.75259,8.09183,8.22946,NA,0.909,NA,NA,NA,NA,NA
140516,7.48287,7.65493,8.12477,0.889,NA,NA,NA,NA,NA,NA
140713,7.40888,7.24491,7.68838,NA,0.914,NA,NA,NA,NA,NA
140922,7.51479,7.88286,7.13437,NA,0.912,NA,NA,NA,NA,NA
141179,7.27745,8.62566,7.94204,0.727,NA,NA,NA,NA,NA,NA
141301,7.76302,8.35395,7.46296,NA,0.896,NA,NA,NA,NA,NA
141423,7.91623,6.87507,8.13599,NA,NA,NA,0.718,NA,NA,NA
141625,7.4662,6.91602,7.9469,NA,NA,0.805,NA,NA,NA,NA
141844,8.555,7.13128,7.80015,NA,NA,0.797,NA,NA,NA,NA
142172,7.64189,7.83596,8.12037,NA,NA,NA,0.845,NA,NA,NA
142303,7.92533,8.57211,7.21394,NA,0.808,NA,NA,NA,NA,NA
142553,8.3113,7.37994,7.24126,NA,NA,0.848,NA,NA,NA,NA
142717,8.37929,7.80565,8.31714,NA,0.846,NA,NA,NA,NA,NA
142891,7.32087,7.79283,7.75506,NA,0.955,NA,NA,NA,NA,NA
143043,7.43837,8.09917,6.9246,0.764,NA,NA,NA,NA,NA,NA
143271,8.53634,7.7764,7.29753,NA,NA,0.841,NA,NA,NA,NA
143454,8.07074,8.08448,8.18071,NA,0.881,NA,NA,NA,NA,NA
143635,7.2922,7.22785,8.30954,NA,0.801,NA,NA,NA,NA,NA
143927,7.59459,8.21168,8.21086,NA,0.9,NA,NA,NA,NA,NA
144047,7.43777,7.1798,8.39709,NA,0.833,NA,NA,NA,NA,NA
144248,8.25659,7.20531,8.02512,NA,NA,0.86,NA,NA,NA,NA
144504,7.69391,8.07578,7.61052,0.896,NA,NA,NA,NA,NA,NA
144619,7.31469,7.84451,8.41845,NA,0.832,NA,NA,NA,NA,NA
144895,7.73786,8.08773,7.91877,NA,0.959,NA,NA,NA,NA,NA
145123,7.43373,7.70293,8.02791,NA,NA,0.952,NA,NA,NA,NA
145223,7.29872,8.32176,8.37306,NA,0.797,NA,NA,NA,NA,NA
145578,7.79391,7.8421,7.95931,NA,NA,0.961,NA,NA,NA,NA
145644,7.26052,7.20951,8.33933,NA,0.817,NA,NA,NA,NA,NA
145859,8.1581,7.27606,8.44012,NA,NA,0.823,NA,NA,NA,NA
146142,8.12967,7.99366,7.93303,NA,NA,NA,0.866,NA,NA,NA
146215,7.4451,7.83807,7.5954,0.927,NA,NA,NA,NA,NA,NA
146422,7.57453,8.11681,7.82312,NA,0.961,NA,NA,NA,NA,NA
146784,8.14875,6.98441,8.08333,NA,0.795,NA,NA,NA,NA,NA
146804,7.62788,7.30729,8.16697,NA,NA,0.919,NA,NA,NA,NA
147102,7.45919,7.78796,7.67953,NA,0.977,NA,NA,NA,NA,NA
147257,8.33725,7.33613,8.03256,NA,0.852,NA,NA,NA,NA,NA
147597,8.64198,7.85315,8.30724,NA,NA,0.777,NA,NA,NA,NA
147681,7.94387,7.19248,8.12036,NA,NA,NA,0.836,NA,NA,NA
147833,7.4312,7.95012,7.67032,NA,NA,NA,0.903,NA,NA,NA
148167,7.11841,8.31002,7.95847,NA,NA,NA,0.788,NA,NA,NA
148293,7.95139,7.81101,7.94805,NA,NA,0.935,NA,NA,NA,NA
148592,7.61741,7.88505,7.60771,NA,NA,NA,0.922,NA,NA,NA
148622,8.00584,7.1238,7.98526,NA,NA,0.866,NA,NA,NA,NA
148920,7.68976,7.33772,7.4047,NA,NA,0.905,NA,NA,NA,NA
149066,8.30963,7.9526,7.91741,NA,NA,0.895,NA,NA,NA,NA
149256,7.28303,8.0508,7.94092,NA,0.926,NA,NA,NA,NA,NA
149467,7.88974,7.10869,7.30311,NA,0.853,NA,NA,NA,NA,NA
149679,8.14185,7.50567,8.57288,NA,0.816,NA,NA,NA,NA,NA
149984,7.43115,8.65852,7.4293,0.767,NA,NA,NA,NA,NA,NA
150010,7.21182,8.31419,7.59268,NA,0.838,NA,NA,NA,NA,NA
150396,7.2337,7.32477,7.33863,NA,NA,0.889,NA,NA,NA,NA
150415,7.89819,7.49643,7.60102,NA,0.971,NA,NA,NA,NA,NA
150800,8.00603,8.22115,7.60664,NA,0.924,NA,NA,NA,NA,NA
150950,7.65884,7.36433,7.8965,NA,NA,NA,0.823,NA,NA,NA
151128,7.83594,7.66713,7.20692,NA,NA,NA,0.878,NA,NA,NA
151290,7.80879,8.02499,7.09394,NA,NA,NA,0.806,NA,NA,NA
151418,8.16371,7.98291,8.29561,NA,NA,NA,0.81,NA,NA,NA
151700,7.61627,7.40667,8.34858,NA,0.898,NA,NA,NA,NA,NA
151991,8.17032,7.90767,8.68763,NA,0.768,NA,NA,NA,NA,NA
152030,8.54556,7.41881,7.62776,NA,NA,0.858,NA,NA,NA,NA
152379,8.79431,7.77957,7.50946,NA,0.802,NA,NA,NA,NA,NA
152479,7.66101,7.31234,8.13737,NA,0.926,NA,NA,NA,NA,NA
152688,7.69311,8.08968,7.31005,NA,NA,NA,0.874,NA,NA,NA
152942,8.15357,7.89155,7.10875,NA,0.858,NA,NA,NA,NA,NA
153170,6.96506,8.1043,7.44914,NA,NA,0.836,NA,NA,NA,NA
153238,7.34244,7.47086,7.35909,NA,NA,0.93,NA,NA,NA,NA
153500,8.08474,7.74548,7.61742,NA,NA,NA,0.889,NA,NA,NA
153708,7.22951,7.35338,8.17814,0.763,NA,NA,NA,NA,NA,NA
153916,7.07714,8.16574,7.76463,NA,0.857,NA,NA,NA,NA,NA
154102,7.97731,7.53584,8.40234,NA,NA,NA,0.817,NA,NA,NA
154377,7.57694,8.23143,8.85893,NA,NA,0.714,NA,NA,NA,NA
154510,8.26757,7.59919,7.62532,0.864,NA,NA,NA,NA,NA,NA
154618,7.73766,7.40171,8.01263,NA,NA,0.953,NA,NA,NA,NA
154839,8.19862,7.37257,7.72847,NA,0.911,NA,NA,NA,NA,NA
155152,7.35222,7.11351,7.27273,0.737,NA,NA,NA,NA,NA,NA
155305,7.35034,7.46822,8.75236,NA,0.759,NA,NA,NA,NA,NA
155473,8.0214,8.10862,7.67412,NA,NA,0.944,NA,NA,NA,NA
155601,8.66829,7.6915,7.64424,NA,NA,NA,0.705,NA,NA,NA
155840,8.13494,6.98652,7.43429,NA,0.829,NA,NA,NA,NA,NA
156088,7.63093,8.45735,6.77293,NA,0.717,NA,NA,NA,NA,NA
156245,7.24036,6.93151,7.09853,NA,0.745,NA,NA,NA,NA,NA
156489,8.15997,7.44352,7.80112,NA,NA,0.89,NA,NA,NA,NA
156619,7.72553,7.99521,7.15785,NA,NA,0.917,NA,NA,NA,NA
156863,8.37409,7.83517,7.62797,NA,NA,0.911,NA,NA,NA,NA
157074,7.44384,7.64273,7.75538,NA,NA,NA,0.893,NA,NA,NA
157205,7.48087,7.56697,8.17834,NA,0.941,NA,NA,NA,NA,NA
157411,7.56587,8.07768,7.36398,NA,0.943,NA,NA,NA,NA,NA
157720,8.24879,7.43841,7.83601,0.811,NA,NA,NA,NA,NA,NA
157822,7.80365,6.65311,8.44044,NA,0.634,NA,NA,NA,NA,NA
158033,7.78851,7.69479,9.20962,NA,NA,0.694,NA,NA,NA,NA
158390,7.52697,7.2581,8.71679,0.705,NA,NA,NA,NA,NA,NA
158472,7.82107,7.8971,7.456,NA,0.932,NA,NA,NA,NA,NA
158669,7.79789,7.63973,8.32583,NA,0.919,NA,NA,NA,NA,NA
158828,8.11418,7.91567,7.72905,0.789,NA,NA,NA,NA,NA,NA
159081,8.0255,7.80685,7.85198,NA,0.95,NA,NA,NA,NA,NA
159215,8.01976,8.17303,7.03608,NA,NA,0.826,NA,NA,NA,NA
159498,7.80234,7.97118,8.05237,NA,NA,0.96,NA,NA,NA,NA
159706,7.44705,7.33038,8.20961,0.758,NA,NA,NA,NA,NA,NA
159811,8.29616,7.46221,7.64923,NA,0.92,NA,NA,NA,NA,NA
160172,7.59018,7.19726,8.13876,0.821,NA,NA,NA,NA,NA,NA
160254,7.15114,7.33268,8.44985,NA,NA,NA,0.684,NA,NA,NA
160441,7.27829,8.7382,7.90104,NA,0.758,NA,NA,NA,NA,NA
160615,7.12354,6.592,7.14132,NA,0.61,NA,NA,NA,NA,NA
160918,8.13785,8.22745,7.45122,NA,NA,0.868,NA,NA,NA,NA
161176,8.22343,8.6234,8.09609,NA,NA,0.75,NA,NA,NA,NA
161232,7.50191,8.31187,7.73921,NA,NA,0.921,NA,NA,NA,NA
161458,7.37298,8.06673,7.75738,NA,0.947,NA,NA,NA,NA,NA
161742,8.16574,7.53896,8.60852,NA,0.815,NA,NA,NA,NA,NA
161902,7.49253,8.20998,8.03106,NA,NA,NA,0.846,NA,NA,NA
162005,7.27566,8.31053,8.15756,NA,NA,0.812,NA,NA,NA,NA
162322,7.28186,7.30833,8.40847,NA,NA,0.823,NA,NA,NA,NA
162600,7.47418,7.92425,7.52816,NA,0.965,NA,NA,NA,NA,NA
162745,7.84774,7.71238,7.11313,NA,NA,0.919,NA,NA,NA,NA
162837,8.10185,7.26344,7.19761,NA,0.866,NA,NA,NA,NA,NA
163012,7.40908,7.61713,8.09063,0.871,NA,NA,NA,NA,NA,NA
163275,7.029,7.18188,8.20295,NA,0.76,NA,NA,NA,NA,NA
163516,7.43096,7.66282,8.23195,NA,0.907,NA,NA,NA,NA,NA
163700,6.99236,7.8303,7.58992,NA,NA,0.872,NA,NA,NA,NA
163946,7.58011,8.44403,7.36997,0.702,NA,NA,NA,NA,NA,NA
164134,7.07537,7.20617,7.89033,NA,0.835,NA,NA,NA,NA,NA
164280,7.80491,7.69584,8.15583,NA,NA,0.925,NA,NA,NA,NA
164577,8.24156,7.49317,7.32326,NA,NA,NA,0.818,NA,NA,NA
164747,7.88766,7.73893,7.67572,NA,0.969,NA,NA,NA,NA,NA
164931,8.3035,7.90647,8.74423,NA,0.726,NA,NA,NA,NA,NA
165060,7.58564,7.75205,8.55433,NA,NA,0.87,NA,NA,NA,NA
165384,8.15068,8.39826,7.51931,NA,0.854,NA,NA,NA,NA,NA
165492,7.89006,8.19131,7.91648,NA,0.933,NA,NA,NA,NA,NA
165776,7.56013,7.61563,7.37689,NA,0.97,NA,NA,NA,NA,NA
165816,7.24243,8.0483,7.31792,NA,NA,NA,0.816,NA,NA,NA
166074,7.56285,7.76351,7.82501,NA,NA,NA,0.916,NA,NA,NA
166337,7.81504,7.2843,8.12824,NA,NA,NA,0.824,NA,NA,NA
166472,7.67907,8.0728,8.06605,NA,0.947,NA,NA,NA,NA,NA
166684,8.01121,7.75435,7.38563,NA,NA,0.954,NA,NA,NA,NA
166991,8.28914,7.56408,7.02827,NA,NA,0.831,NA,NA,NA,NA
167059,7.77993,7.57038,6.91986,NA,0.859,NA,NA,NA,NA,NA
167390,7.13893,7.31347,7.79405,NA,NA,NA,0.799,NA,NA,NA
167438,7.93054,7.86683,8.23925,NA,NA,0.896,NA,NA,NA,NA
167650,7.70349,7.71643,8.23452,0.872,NA,NA,NA,NA,NA,NA
167975,8.2309,7.88877,8.11174,NA,0.893,NA,NA,NA,NA,NA
168103,7.22703,7.8085,7.88891,NA,0.903,NA,NA,NA,NA,NA
168335,8.23622,7.4464,7.8969,0.837,NA,NA,NA,NA,NA,NA
168528,8.08037,8.58475,8.19637,NA,0.776,NA,NA,NA,NA,NA
168791,8.26292,8.57765,7.54004,0.646,NA,NA,NA,NA,NA,NA
168988,7.71224,7.50787,7.90567,NA,NA,0.94,NA,NA,NA,NA
169177,8.46425,8.08027,7.48819,NA,NA,NA,0.765,NA,NA,NA
169343,8.10985,8.08427,7.43111,NA,NA,0.919,NA,NA,NA,NA
169560,7.66252,8.19818,7.81007,0.9,NA,NA,NA,NA,NA,NA
169749,8.02304,7.79607,8.17315,NA,0.935,NA,NA,NA,NA,NA
169832,7.95536,8.14081,7.71531,NA,0.91,NA,NA,NA,NA,NA
170018,7.94709,8.01746,8.30304,0.742,NA,NA,NA,NA,NA,NA
170247,7.77421,8.05195,7.46924,NA,NA,0.941,NA,NA,NA,NA
170593,7.9766,7.62448,6.93287,NA,NA,0.815,NA,NA,NA,NA
170613,8.26993,7.27036,8.0848,NA,NA,NA,0.744,NA,NA,NA
170812,7.93515,7.84678,7.89065,NA,NA,0.972,NA,NA,NA,NA
171175,8.52177,8.2043,7.7247,NA,NA,0.815,NA,NA,NA,NA
171352,7.78009,7.15832,7.48424,0.872,NA,NA,NA,NA,NA,NA
171531,7.74149,7.45042,7.87589,NA,0.977,NA,NA,NA,NA,NA
171738,7.50816,7.60641,7.4497,NA,0.975,NA,NA,NA,NA,NA
171934,7.50683,7.73272,7.69708,NA,NA,NA,0.878,NA,NA,NA
172065,7.6095,7.78314,8.46217,NA,NA,0.894,NA,NA,NA,NA
172337,7.53188,7.79323,7.02749,0.79,NA,NA,NA,NA,NA,NA
172427,7.40469,7.53726,7.63539,0.922,NA,NA,NA,NA,NA,NA
172716,7.41157,7.20148,7.96118,NA,0.91,NA,NA,NA,NA,NA
172884,8.08948,7.31228,8.47673,NA,0.83,NA,NA,NA,NA,NA
173144,7.15587,7.20913,8.01235,NA,0.862,NA,NA,NA,NA,NA
173208,8.17838,7.64607,8.1302,0.772,NA,NA,NA,NA,NA,NA
173596,7.97516,7.30901,7.67844,NA,0.944,NA,NA,NA,NA,NA
173761,8.28265,8.3067,7.75401,NA,0.863,NA,NA,NA,NA,NA
173988,7.8734,7.88625,7.94691,NA,NA,0.944,NA,NA,NA,NA
174033,7.5968,8.40679,7.70359,NA,0.905,NA,NA,NA,NA,NA
174386,7.68759,7.55038,8.68121,NA,NA,0.83,NA,NA,NA,NA
174474,6.97796,8.00273,8.61124,NA,0.717,NA,NA,NA,NA,NA
174638,7.12302,7.20705,8.53939,NA,0.712,NA,NA,NA,NA,NA
174977,7.72659,7.16053,8.11437,NA,NA,0.896,NA,NA,NA,NA
175181,8.17908,8.18576,7.38589,NA,NA,0.89,NA,NA,NA,NA
175262,7.98666,7.74292,7.81059,NA,NA,0.98,NA,NA,NA,NA
175540,8.01038,7.42172,7.20305,NA,NA,0.867,NA,NA,NA,NA
175653,7.88947,7.78054,7.05507,NA,NA,0.886,NA,NA,NA,NA
175817,8.42314,7.69485,7.17804,0.76,NA,NA,NA,NA,NA,NA
176058,7.86704,7.32185,7.99849,0.835,NA,NA,NA,NA,NA,NA
176302,8.70682,7.60782,7.71103,NA,0.821,NA,NA,NA,NA,NA
176596,7.64418,7.42654,6.92842,NA,NA,NA,0.796,NA,NA,NA
176640,8.18426,7.64332,8.17435,NA,NA,NA,0.856,NA,NA,NA
176881,7.37599,8.11011,8.09935,NA,0.896,NA,NA,NA,NA,NA
177199,7.98292,8.2496,6.59172,NA,NA,NA,0.615,NA,NA,NA
177309,7.75542,7.50868,7.07072,NA,NA,0.893,NA,NA,NA,NA
177412,7.69143,7.04912,7.58942,NA,0.897,NA,NA,NA,NA,NA
177765,7.01202,7.83846,7.36346,NA,0.866,NA,NA,NA,NA,NA
177809,7.41868,8.77197,7.97214,0.725,NA,NA,NA,NA,NA,NA
178057,7.2804,7.81868,8.3307,NA,0.877,NA,NA,NA,NA,NA
178283,6.73743,7.24741,8.03942,NA,NA,0.717,NA,NA,NA,NA
178567,7.103,7.78862,8.19859,NA,0.862,NA,NA,NA,NA,NA
178604,7.01984,8.56195,7.66307,NA,0.771,NA,NA,NA,NA,NA
178909,6.94242,7.57729,7.72131,NA,0.839,NA,NA,NA,NA,NA
179200,7.57592,7.52156,7.29795,NA,0.953,NA,NA,NA,NA,NA
179326,8.38658,7.69995,6.71916,NA,NA,NA,0.639,NA,NA,NA
179510,7.28073,7.55901,8.05125,NA,0.918,NA,NA,NA,NA,NA
179624,7.92197,7.16391,7.15966,NA,0.856,NA,NA,NA,NA,NA
179818,8.23569,8.28082,8.31629,0.755,NA,NA,NA,NA,NA,NA
180112,7.89494,7.17927,7.79853,NA,0.927,NA,NA,NA,NA,NA
180295,7.14998,7.5004,7.51335,NA,0.916,NA,NA,NA,NA,NA
180447,7.82724,7.15688,7.95427,0.824,NA,NA,NA,NA,NA,NA
180783,7.60747,7.94775,7.36405,NA,0.956,NA,NA,NA,NA,NA
180895,7.72371,8.10241,7.15517,NA,NA,NA,0.76,NA,NA,NA
181032,7.02657,8.67022,7.17693,NA,NA,NA,0.612,NA,NA,NA
181335,7.74167,7.96628,7.91554,NA,NA,0.972,NA,NA,NA,NA
181509,7.61465,7.0526,7.09824,NA,0.82,NA,NA,NA,NA,NA
181638,7.71223,7.30247,7.2057,0.753,NA,NA,NA,NA,NA,NA
181874,7.53525,7.73365,7.7777,NA,0.99,NA,NA,NA,NA,NA
182138,7.32801,7.67967,7.51603,0.888,NA,NA,NA,NA,NA,NA
182291,8.17647,7.43376,7.70093,NA,NA,NA,0.855,NA,NA,NA
182406,7.41963,6.9704,7.28277,NA,0.786,NA,NA,NA,NA,NA
182643,7.63666,8.08419,7.25106,NA,0.918,NA,NA,NA,NA,NA
182932,7.17691,7.64632,7.84957,NA,0.891,NA,NA,NA,NA,NA
183023,7.77588,8.54084,8.21837,0.772,NA,NA,NA,NA,NA,NA
183308,8.19746,7.8111,7.85862,0.892,NA,NA,NA,NA,NA,NA
183500,7.35713,7.52654,7.64931,NA,0.963,NA,NA,NA,NA,NA
183745,7.48467,6.71195,7.70643,0.701,NA,NA,NA,NA,NA,NA
183939,7.5244,8.24365,8.42003,NA,NA,0.835,NA,NA,NA,NA
184176,7.30419,7.60356,7.89094,NA,0.956,NA,NA,NA,NA,NA
184271,6.95952,7.16569,6.9086,NA,0.642,NA,NA,NA,NA,NA
184576,8.21808,6.88375,7.84626,NA,NA,NA,0.743,NA,NA,NA
184758,6.69038,7.48889,8.13817,NA,0.722,NA,NA,NA,NA,NA
184883,7.60328,7.42429,8.04684,NA,NA,NA,0.894,NA,NA,NA
185141,7.19391,7.71986,7.91003,0.836,NA,NA,NA,NA,NA,NA
185375,7.99611,8.32313,7.54123,NA,NA,0.866,NA,NA,NA,NA
185531,7.98424,7.86644,8.24409,NA,NA,NA,0.814,NA,NA,NA
185790,7.11263,7.52845,7.71715,NA,NA,0.912,NA,NA,NA,NA
185839,7.48574,6.97224,7.43705,0.741,NA,NA,NA,NA,NA,NA
186163,7.68561,6.87925,8.20855,NA,0.792,NA,NA,NA,NA,NA
186316,7.36494,7.99856,7.57022,0.887,NA,NA,NA,NA,NA,NA
186562,7.86301,8.01629,7.77495,NA,NA,0.938,NA,NA,NA,NA
186783,7.65232,8.27792,8.50877,NA,0.798,NA,NA,NA,NA,NA
186925,7.45054,8.10334,7.28742,NA,NA,0.885,NA,NA,NA,NA
187131,7.11533,8.41737,6.90222,NA,0.68,NA,NA,NA,NA,NA
187377,7.67553,8.42225,6.91604,NA,0.775,NA,NA,NA,NA,NA
187593,7.26218,8.19379,7.4906,NA,0.902,NA,NA,NA,NA,NA
187627,7.30897,8.31836,7.4677,NA,0.883,NA,NA,NA,NA,NA
187933,7.68285,6.78176,7.56509,0.729,NA,NA,NA,NA,NA,NA
188056,8.33685,7.55284,7.80066,0.862,NA,NA,NA,NA,NA,NA
188208,7.73487,6.65022,7.18175,NA,NA,0.712,NA,NA,NA,NA
188443,8.33439,6.84401,8.00279,NA,0.753,NA,NA,NA,NA,NA
188750,7.89695,6.71527,7.48863,NA,0.781,NA,NA,NA,NA,NA
188836,7.87284,7.38566,7.8124,NA,0.964,NA,NA,NA,NA,NA
189138,7.40767,8.02911,8.00481,NA,NA,0.938,NA,NA,NA,NA
189232,7.43071,7.45891,8.12765,NA,NA,0.934,NA,NA,NA,NA
189522,7.38753,8.0354,7.1452,NA,0.886,NA,NA,NA,NA,NA
189612,7.34692,7.49978,7.38825,NA,NA,0.904,NA,NA,NA,NA
189938,7.35049,7.27256,7.47651,NA,NA,0.89,NA,NA,NA,NA
190176,7.37094,7.83567,7.66545,NA,0.947,NA,NA,NA,NA,NA
190310,7.1514,7.56234,8.2463,NA,NA,0.841,NA,NA,NA,NA
190428,7.08107,7.96427,7.76155,NA,NA,0.886,NA,NA,NA,NA
190698,6.97109,8.48331,7.53252,NA,NA,0.763,NA,NA,NA,NA
190935,7.92358,8.36625,7.99055,NA,NA,0.863,NA,NA,NA,NA
191102,8.43819,7.93149,7.06469,NA,NA,NA,0.746,NA,NA,NA
191396,7.29819,7.91798,6.93781,NA,NA,NA,NA,NA,0.64,NA
191510,7.48079,7.62485,7.21213,NA,NA,NA,0.777,NA,NA,NA
191766,7.98753,7.6892,8.00421,NA,NA,NA,0.864,NA,NA,NA
191895,8.45462,8.05615,8.26207,NA,0.818,NA,NA,NA,NA,NA
192010,7.90181,8.07897,8.00383,NA,NA,0.921,NA,NA,NA,NA
192385,7.82051,8.36126,7.58507,NA,NA,NA,0.805,NA,NA,NA
192591,7.38829,7.67818,6.98311,NA,0.836,NA,NA,NA,NA,NA
192743,7.81032,7.27774,7.51422,NA,0.924,NA,NA,NA,NA,NA
192994,7.46731,7.71292,8.37941,0.763,NA,NA,NA,NA,NA,NA
193078,7.16162,7.96626,7.62797,NA,0.904,NA,NA,NA,NA,NA
193235,8.10041,7.19995,8.24333,NA,NA,0.83,NA,NA,NA,NA
193549,7.57554,7.18345,8.44606,NA,NA,0.819,NA,NA,NA,NA
193694,7.50833,7.86726,7.87033,NA,NA,NA,0.841,NA,NA,NA
193944,7.37424,8.16952,7.32905,NA,0.901,NA,NA,NA,NA,NA
194107,7.00293,7.7753,7.2565,NA,0.846,NA,NA,NA,NA,NA
194392,7.36481,7.49513,8.36519,NA,NA,0.873,NA,NA,NA,NA
194573,8.36315,7.29518,8.64352,NA,0.737,NA,NA,NA,NA,NA
194800,7.96307,7.40679,7.80929,NA,NA,0.959,NA,NA,NA,NA
194842,8.22325,7.60592,7.44592,NA,NA,0.883,NA,NA,NA,NA
195130,8.15167,7.75909,7.12737,NA,NA,NA,NA,NA,0.662,NA
195247,7.68017,8.31536,7.8366,NA,0.907,NA,NA,NA,NA,NA
195445,8.131,7.63703,7.00741,NA,0.814,NA,NA,NA,NA,NA
195654,6.6768,8.6826,7.60012,NA,NA,0.623,NA,NA,NA,NA
195815,7.73635,8.79066,7.39839,NA,NA,NA,0.688,NA,NA,NA
196084,7.64727,7.94721,7.54906,NA,0.98,NA,NA,NA,NA,NA
196369,8.05147,7.4331,8.341,NA,NA,0.872,NA,NA,NA,NA
196479,8.1704,7.75294,7.82797,NA,NA,NA,0.839,NA,NA,NA
196724,8.39985,7.90769,6.59527,NA,NA,0.648,NA,NA,NA,NA
196983,8.19031,8.11629,6.82753,NA,NA,0.752,NA,NA,NA,NA
197066,8.0044,8.35354,7.40896,0.805,NA,NA,NA,NA,NA,NA
197223,7.92648,8.03943,7.93647,NA,NA,0.914,NA,NA,NA,NA
197558,7.24552,6.79775,6.98583,NA,0.662,NA,NA,NA,NA,NA
197671,8.6238,7.44872,7.39451,NA,NA,NA,0.722,NA,NA,NA
197955,8.1267,7.0627,8.63902,NA,0.73,NA,NA,NA,NA,NA
198078,7.97697,8.03829,8.38491,NA,NA,NA,0.77,NA,NA,NA
198370,7.58555,7.30189,7.44722,NA,NA,0.905,NA,NA,NA,NA
198599,8.42561,7.44339,8.07295,NA,0.826,NA,NA,NA,NA,NA
198799,7.95055,7.11516,8.66716,NA,0.746,NA,NA,NA,NA,NA
198984,7.37275,7.07455,8.07896,NA,0.852,NA,NA,NA,NA,NA
199149,7.04327,8.63702,7.28596,NA,0.721,NA,NA,NA,NA,NA
199388,7.38013,8.26582,7.49622,0.851,NA,NA,NA,NA,NA,NA
199569,8.00373,8.1839,7.12803,NA,0.823,NA,NA,NA,NA,NA
199728,8.20957,8.13816,7.44538,0.855,NA,NA,NA,NA,NA,NA
200000,9.10565,8.24433,6.44271,NA,NA,NA,NA,NA,NA,0.161
