id,x0,x1,x2,fitness5,fitness4,fitness3.5,fitness4.5,fitness6,fitness7,fitness7.5,fitness10,fitness9,fitness10.5,fitness8.5,fitness8,fitness6.5,fitness9.5,fitness3,fitness2.5,fitness5.5,fitness2
74357,8.06809,7.95073,8.27678,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74507,7.4307,6.15185,8.2841,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74780,6.48998,4.27423,7.49486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA
74944,6.85899,3.91782,8.6629,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75099,6.34588,4.94029,7.22749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA
75272,6.63886,5.66929,7.27535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,NA
75506,7.07428,6.89523,7.52233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA
75631,8.48642,7.75265,6.37353,NA,NA,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75980,8.90881,7.89258,7.03525,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177,NA,NA,NA,NA,NA,NA,NA,NA
76138,8.71899,6.73008,7.84649,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76271,8.36999,4.46975,7.4795,NA,NA,NA,NA,NA,NA,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76553,7.36253,4.94937,7.13283,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA
76653,7.20941,5.02348,7.37909,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA
76997,7.01949,4.93609,5.87745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA
77122,7.95472,4.35282,7.58548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA
77201,8.83913,4.65331,6.34317,NA,NA,NA,NA,NA,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77525,8.51194,4.0613,6.72298,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77734,8.45615,6.95625,7.95627,NA,NA,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77873,7.63805,7.56691,8.17578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA,NA
78001,7.39027,6.40768,7.26778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA
78272,8.2075,6.76181,7.81191,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78438,8.6467,6.9573,7.55518,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78666,8.9166,7.87505,6.6317,NA,NA,NA,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA
78860,7.99472,7.10466,6.99488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA
79069,8.94896,6.10093,8.7919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,NA,NA,NA,NA,NA,NA,NA
79268,8.55295,5.08762,8.85777,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79464,8.50449,3.30619,8.41727,NA,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79743,8.00589,5.34179,8.33412,NA,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79941,7.79392,7.56894,7.99965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA
80152,6.06531,7.43372,9.32629,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
80322,7.30146,5.98102,8.64126,NA,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80537,7.32406,5.38073,9.50683,NA,NA,NA,NA,NA,-0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80795,7.61874,4.89278,8.45252,NA,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80901,7.17327,7.0081,9.1432,NA,NA,NA,NA,NA,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA
81152,7.23692,6.12901,7.69652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA
81292,7.07478,5.29899,7.36835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA
81593,6.81897,6.69969,7.08146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336,NA,NA,NA,NA,NA
81741,7.00144,7.64152,8.13614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA
81941,8.06852,7.68501,8.19861,NA,NA,NA,NA,NA,NA,0.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82147,7.7835,6.99551,8.72912,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82325,7.26628,7.57644,8.70145,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82436,7.56481,8.2531,8.26745,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82751,7.88611,7.32229,6.89736,NA,NA,NA,NA,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82820,7.38528,7.39192,7.4154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA
83073,6.48757,8.53435,7.89484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA
83317,7.53819,8.14401,7.95234,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83401,6.59361,6.89519,8.45216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,NA,NA
83749,7.80857,9.5351,8.41617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA
83918,7.0494,8.49114,8.63257,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84181,6.68526,8.0158,9.26015,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84236,6.75422,8.60319,8.39732,NA,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84459,6.95744,8.35318,7.55431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526,NA,NA
84785,7.12079,9.22696,6.8801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456,NA,NA
84945,7.29783,9.10045,7.80567,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85105,7.11762,8.25967,9.43163,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85374,6.60334,8.08022,8.55635,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85587,7.14008,7.61405,8.78305,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85684,7.97687,5.78361,7.18581,NA,NA,NA,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85875,7.86757,4.47709,7.39287,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86081,7.94981,4.49782,7.41045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA
86349,7.52294,4.05893,7.60854,NA,NA,NA,NA,NA,NA,0.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86401,7.38201,3.64676,9.12057,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86719,6.92242,4.22759,8.9948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA
86907,7.16337,4.79066,9.35234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA,NA
87013,8.06702,3.58805,9.59813,NA,NA,NA,NA,NA,NA,NA,NA,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA
87248,7.20948,3.70029,10.3512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226,NA,NA,NA,NA,NA,NA,NA
87414,7.9945,4.49448,9.99795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265,NA,NA,NA,NA,NA,NA,NA
87658,7.75718,4.38992,8.54215,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87955,8.54765,5.0773,9.01365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA
88141,8.74362,5.4388,8.4113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA,NA
88386,8.17396,4.56357,8.18973,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
88416,6.98385,3.38641,8.45423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA
88672,8.2254,3.32815,8.77431,NA,NA,NA,NA,NA,NA,NA,-0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88937,9.32844,4.03882,8.17998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA
89109,9.71133,3.49639,6.14584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,NA,NA,NA,NA,NA,NA,NA
89390,8.50244,3.63587,7.10725,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89429,8.0118,4.98992,6.87755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA
89741,7.33187,5.30235,6.38079,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89976,8.48786,4.4468,6.68013,NA,NA,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90086,8.39784,4.07633,6.99086,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90380,9.12953,4.0827,7.74794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA
90529,7.72682,4.39303,8.47011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA
90772,7.72342,6.14275,8.82617,NA,NA,NA,NA,NA,NA,NA,NA,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA
90949,7.4264,6.58383,8.39549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA
91189,7.01571,7.36853,6.55942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA
91273,8.13351,8.49136,6.42591,NA,NA,NA,NA,NA,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91537,6.58415,7.00455,7.11865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA
91799,7.41465,7.12186,7.22522,NA,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91895,6.93553,8.00778,8.88622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA
92179,8.02962,7.65546,8.69149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA
92247,8.18122,7.51088,6.57742,NA,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92503,7.80136,7.1747,5.96597,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92716,7.93714,7.98164,6.0839,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92830,6.41352,8.38551,6.25532,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93141,6.08045,9.20667,7.71356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA
93233,4.86619,9.22808,7.40931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA
93470,5.98282,7.52338,7.83966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA
93721,4.52654,7.12885,6.38739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA
93980,5.65742,4.90904,7.82586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA
94176,4.77955,5.06605,7.79174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,NA,NA,NA,NA,NA,NA,NA
94346,3.74585,2.80233,8.3253,NA,NA,NA,NA,NA,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94560,3.33327,2.62027,8.52871,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94610,3.2546,4.13146,8.25301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA
94900,4.41175,4.05686,8.80571,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95197,4.69557,3.19188,9.44924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.198,NA,NA,NA,NA,NA
95303,4.82952,3.35614,9.58528,NA,NA,NA,NA,NA,-0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95500,4.46644,3.9552,8.33603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA
95774,4.76896,3.56896,8.82707,NA,NA,NA,NA,NA,NA,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95803,4.82718,4.45546,8.74151,NA,NA,NA,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA
96115,5.39372,3.9434,8.16815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA
96279,5.02392,3.86719,7.90255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA
96520,4.34464,4.44194,9.00192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548,NA,NA,NA,NA,NA,NA,NA
96606,3.97236,5.00093,7.27141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496,NA,NA,NA,NA,NA,NA,NA
96882,2.92919,7.2082,8.41743,NA,NA,NA,NA,NA,NA,NA,NA,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
97020,3.28179,8.01882,7.65451,NA,NA,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA
97390,4.9391,8.81726,8.58111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,NA,NA,NA,NA,NA,NA
97572,6.62776,9.2096,8.49878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA
97798,8.25882,10.5,7.9922,NA,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97970,7.07842,10.4412,8.32524,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98088,7.80613,10.5,8.16693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA
98353,7.00445,10.5,7.45258,NA,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98474,3.55468,10.5,7.27838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA
98716,4.28398,9.44122,7.45148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581,NA,NA,NA,NA,NA,NA
98957,2.5275,6.40253,7.18273,NA,NA,NA,NA,NA,NA,NA,NA,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA
99111,0.580323,7.46327,7.87462,NA,NA,NA,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA
99397,0.5,7.42725,8.14071,NA,NA,NA,NA,NA,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99496,0.5,8.07566,8.71765,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99724,0.5,8.67408,8.68717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181,NA,NA,NA,NA,NA,NA,NA
99840,0.644629,8.94119,8.82948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA
100190,0.5,8.83978,7.47519,NA,NA,NA,NA,-0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100321,0.5,8.48408,6.55451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227,NA,NA,NA,NA,NA,NA
100587,1.15519,8.70826,6.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA
100602,1.16159,8.20788,7.40362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA
100992,0.5,5.44203,7.12115,NA,NA,NA,NA,NA,NA,-0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101088,1.10708,6.40107,7.52493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA
101305,1.42248,6.29843,7.32541,-0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101563,1.33239,5.0965,7.41512,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101670,1.08231,4.68735,8.18997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA
101831,1.02066,4.43196,7.95118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA
102033,1.29974,4.32989,7.08694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA
102207,1.96591,3.94165,7.20616,NA,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102497,1.23583,4.1652,7.98585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA,NA,NA
102739,1.33926,4.88096,8.17914,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102926,1.10613,4.68244,8.27958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA
103011,1.9918,6.3147,7.02944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351,NA,NA,NA,NA,NA,NA,NA
103384,2.12556,7.29472,6.86499,NA,NA,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
103467,3.15247,7.11389,4.9505,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103621,4.58843,5.7565,4.13749,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103926,3.74613,6.70133,4.35286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,NA,NA,NA,NA,NA,NA,NA
104008,3.4153,6.89698,4.86641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,NA,NA,NA,NA
104362,3.86265,8.51332,3.88791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA
104531,4.63959,9.03974,3.90063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548,NA,NA,NA,NA,NA,NA
104699,4.15746,7.75642,5.57452,NA,NA,NA,NA,NA,NA,NA,NA,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA
104944,3.34716,7.88204,4.67923,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105188,5.20439,9.24729,7.74406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,NA,NA,NA,NA,NA,NA,NA
105275,5.23282,8.6281,7.52821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA
105557,5.76249,7.95889,7.3304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354,NA,NA,NA,NA,NA,NA,NA
105789,4.15127,7.37206,7.15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA
105856,4.90726,7.61831,7.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA
106057,4.95495,8.46216,7.84055,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106394,6.70725,9.31499,6.92531,NA,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106488,8.38485,8.81979,7.87892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA
106756,8.42514,7.96894,7.63133,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106835,10.5,8.57252,8.67066,NA,NA,NA,NA,NA,NA,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107180,10.5,7.60868,9.33025,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107325,9.09043,7.15397,8.77361,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107559,9.81649,8.43381,9.74941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA
107681,8.41635,9.51185,10.1765,NA,NA,NA,NA,NA,-0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107931,7.07125,8.73731,10.5,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108108,6.34023,8.50545,9.19317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207,NA,NA,NA,NA,NA,NA
108244,5.89112,8.1911,10.2544,NA,NA,NA,NA,NA,NA,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108562,7.49231,8.18174,9.22745,NA,NA,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108767,6.88158,8.75038,9.05507,NA,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108941,6.64395,8.01023,9.71137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA
109119,6.23138,7.60816,8.2931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA
109334,6.94747,7.20312,7.37683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA
109572,7.05568,7.26853,7.25305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA
109783,7.02294,5.3723,7.57233,NA,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109993,5.93873,6.17554,7.82429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA
110181,7.4618,8.14591,6.01226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382,NA,NA,NA,NA,NA,NA,NA
110321,8.02477,7.6253,7.71955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942,NA,NA,NA,NA,NA,NA
110538,8.54968,7.1027,8.93206,NA,NA,NA,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110745,8.09481,7.6636,8.96423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA
110909,7.23421,5.53765,8.40052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365,NA,NA,NA,NA,NA,NA
111148,7.47813,6.64069,7.00774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627,NA,NA,NA,NA,NA,NA
111371,6.80934,6.54517,7.21086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA
111583,6.73164,7.26458,8.33173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA,NA
111629,6.3503,6.61158,7.25048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,NA,NA,NA,NA,NA,NA
111883,6.53408,7.97966,7.69935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388,NA,NA,NA,NA
112095,5.49984,6.79908,8.01372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,NA
