id,x0,x1,x2,fitness5,fitness4,fitness3.5,fitness4.5,fitness6,fitness7,fitness7.5,fitness10,fitness9,fitness10.5,fitness8.5,fitness8,fitness6.5,fitness9.5,fitness3,fitness2.5,fitness5.5,fitness2
150304,8.90657,8.6525,8.96246,NA,NA,NA,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150553,6.65322,7.86421,10.1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,NA,NA,NA,NA,NA,NA,NA
150712,6.80442,8.76015,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA
150817,6.88328,8.63742,9.54783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA
151136,6.44602,8.76382,7.16364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA
151213,8.26933,7.6299,7.86068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA
151543,8.21525,7.83595,9.05309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574,NA,NA,NA,NA,NA,NA,NA
151602,6.9692,8.63427,6.70865,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151927,6.80141,8.96555,5.44632,NA,NA,NA,NA,NA,-0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152131,8.20694,9.85213,5.54275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA
152222,8.66299,7.85608,5.45366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA
152437,9.19622,8.68217,5.20883,NA,NA,NA,NA,NA,NA,NA,NA,-0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA
152758,7.94617,8.8671,4.5637,NA,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152939,8.62507,7.63391,4.55115,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153177,8.26594,8.06696,6.90438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA
153254,9.4544,6.63783,7.23042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284,NA,NA,NA,NA,NA,NA,NA
153511,10.5,8.4596,7.60917,NA,NA,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA
153791,10.4668,9.49107,7.56344,NA,NA,NA,NA,NA,NA,NA,NA,-0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA
153924,10.4555,7.63139,7.99542,NA,NA,NA,NA,NA,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
154113,8.26539,8.63306,6.44535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA
154274,7.79493,8.52073,6.5255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA
154473,8.33069,6.7808,6.85923,NA,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154658,8.8366,7.04298,6.40496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA
154902,8.14006,7.41057,6.74038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA
155162,8.87323,7.19456,7.24429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA
155303,8.46559,8.21254,7.68129,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
155507,10.3049,7.70608,7.26616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA,NA
155691,10.5,6.34906,8.09878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA
155921,9.44705,5.57476,7.70101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,NA,NA,NA,NA,NA,NA,NA
156041,9.06231,6.9984,6.93218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336,NA,NA,NA,NA,NA,NA,NA
156349,7.98964,8.75202,6.55884,NA,NA,NA,NA,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
156542,6.97326,8.45079,6.3578,NA,NA,NA,NA,NA,NA,NA,NA,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
156720,7.32798,9.25949,6.53326,NA,NA,NA,NA,NA,NA,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156864,6.12419,6.91528,7.9523,NA,NA,NA,NA,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157114,5.60699,7.19144,7.74174,NA,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157219,5.61235,7.20539,7.91804,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157415,6.65222,6.7743,7.94604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA
157637,7.62074,7.73705,7.02207,NA,NA,NA,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157946,8.26511,8.11493,6.72619,NA,NA,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158014,8.20886,8.05372,7.58279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA
158294,8.7136,7.57215,7.11628,NA,NA,NA,NA,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
158456,8.3976,8.38374,7.29554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA
158615,6.71445,8.88373,7.3078,NA,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
158886,7.18984,10.0517,7.36078,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159066,7.6211,9.67997,8.16127,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159382,8.815,9.73749,8.579,NA,NA,NA,NA,NA,NA,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159547,6.10007,9.06435,7.53077,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159763,6.47198,8.1958,8.3339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581,NA,NA,NA,NA,NA,NA
159956,6.91047,8.26631,7.98082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295,NA
160037,6.82469,7.51248,6.89499,NA,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160265,6.86755,9.90793,7.79711,NA,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160548,7.18292,9.14421,6.94531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493,NA,NA,NA,NA,NA,NA
160736,7.05945,8.92265,6.20848,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA
160890,7.90986,8.9994,7.52923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA
161159,9.08653,9.29602,7.30354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA
161354,8.7352,9.43281,7.85742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA
161542,8.64733,9.09085,7.57667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA
161649,8.51965,8.33064,7.86313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA
161887,6.87839,9.13286,7.07544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA
162009,7.02649,8.23014,8.04206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA
162202,5.52129,7.06797,7.98816,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162544,7.9689,9.01109,8.26735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA
162711,7.65885,10.2925,7.52617,NA,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162854,7.44234,10.5,8.6233,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163038,6.95556,8.54926,7.48381,NA,NA,NA,NA,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163235,6.58559,8.37753,8.08857,NA,NA,NA,NA,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163585,6.39123,8.9122,7.88892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA
163618,4.82557,8.89516,7.73038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,NA,NA,NA,NA,NA
163888,4.91013,8.68149,7.94518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194,NA,NA,NA,NA,NA
164110,4.92478,7.57441,7.74338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA
164361,3.492,7.76394,5.65383,NA,NA,NA,NA,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164583,4.34843,9.23682,6.80085,NA,NA,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164744,4.07173,8.54976,5.90443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,NA,NA,NA,NA,NA,NA,NA
164870,3.89571,8.7406,6.53382,NA,NA,NA,NA,NA,NA,NA,NA,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA
165033,3.36268,9.99478,6.35573,NA,NA,NA,NA,NA,NA,NA,NA,-0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
165381,2.40893,10.5,7.24345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221,NA,NA,NA,NA,NA,NA,NA
165460,2.2542,10.3606,6.02931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA
165608,2.22084,9.56911,6.59554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA
165991,0.55346,10.5,5.64104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223,NA,NA,NA,NA,NA,NA,NA
166010,0.95234,8.74002,4.88332,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166367,1.4249,7.49944,5.86588,NA,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166547,2.367,6.76548,5.79138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA
166641,2.24477,7.22921,6.3266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA
166872,4.54835,7.85727,5.91188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA
167102,5.10555,7.80414,5.40422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA
167323,6.94726,8.84809,6.00535,NA,NA,NA,NA,NA,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167488,8.47728,9.55779,6.22204,NA,NA,NA,NA,NA,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167643,8.56033,7.83835,5.31762,NA,NA,NA,NA,NA,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167887,8.17307,8.56998,5.97648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,NA
168067,7.74344,9.49385,7.21136,NA,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168279,8.72279,9.10589,6.81158,NA,NA,NA,NA,NA,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168491,7.83277,9.72061,6.34832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
168781,7.87688,9.93735,7.32633,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
168833,7.17256,7.88844,8.05171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA
169125,5.69509,7.84272,7.98347,NA,NA,NA,NA,NA,NA,NA,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA
169380,3.86555,7.12161,7.15397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA
169474,5.44598,7.66672,7.78272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA
169646,6.1294,7.13662,6.55381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,NA,NA
169812,6.68375,7.06264,7.05225,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170065,7.4393,8.61107,7.6958,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170281,8.43463,8.40358,8.86304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356,NA,NA,NA,NA,NA
170578,7.13482,8.71764,8.67257,NA,NA,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170709,5.53848,9.53249,8.2126,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170956,5.36915,8.22904,7.09083,NA,NA,NA,NA,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171034,5.1556,7.85382,7.4234,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171351,6.93307,8.10784,7.12635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA
171416,7.5043,7.76714,7.28858,NA,NA,NA,NA,NA,NA,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171678,7.81047,8.1635,6.96523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA
171883,8.8052,8.41883,7.28636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281,NA,NA,NA,NA
172056,8.94797,7.18044,7.38753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA
172394,8.27262,8.41915,7.07286,NA,NA,NA,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172542,7.86445,8.59807,7.19719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA
172644,7.72797,8.64646,7.78756,NA,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA
172836,7.23467,8.89656,8.14895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA
173198,4.54676,8.39553,8.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA
173352,5.11956,8.61978,7.76541,NA,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173550,4.55603,8.39582,8.63949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA
173698,5.09924,8.35197,9.77126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA
173803,5.53289,8.00846,8.62546,NA,NA,NA,NA,NA,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174073,4.17468,7.55405,8.1463,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174287,4.63906,8.85837,7.75772,NA,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174508,6.28524,8.6711,6.77187,NA,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174786,7.06153,6.74454,6.92801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA
174863,4.75527,6.66286,6.95237,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175163,3.83306,7.59323,7.10217,NA,NA,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175222,4.17589,7.72389,8.22147,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175583,3.35967,8.11065,8.87564,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175793,1.14424,7.96922,8.42493,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175908,1.42897,8.2604,8.48461,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176048,1.08657,7.33414,7.80862,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176251,2.66132,8.45166,8.04832,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176591,2.52627,7.74287,6.79511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,NA
176729,1.92313,7.57814,7.16022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,NA,NA,NA,NA,NA
176926,2.09885,8.00841,7.35884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA
177077,4.2895,6.99121,8.17713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,NA
177278,3.36411,7.73122,8.30292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224,NA,NA,NA,NA,NA
177406,3.44339,8.32381,7.09913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA
177614,3.56627,8.25942,8.19305,NA,NA,NA,NA,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177895,4.52908,8.1407,8.33224,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178032,5.2233,7.24715,9.16088,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178391,6.19074,7.82249,10.3769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.112,NA,NA,NA,NA,NA
178563,5.68028,7.64517,10.176,NA,NA,NA,NA,NA,-0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178795,5.15213,7.4042,9.05571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,NA,NA
178992,3.32177,7.86307,7.81684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA
179111,3.97611,7.5523,8.38478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA
179329,3.89562,5.70236,7.68291,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179437,3.63699,5.58161,7.97897,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179776,5.07625,5.19899,9.80781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.255,NA,NA,NA,NA,NA,NA
179806,4.512,5.54788,8.77516,NA,NA,NA,NA,NA,NA,NA,NA,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA
180007,4.87285,7.9238,9.45084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256,NA,NA,NA,NA,NA,NA,NA
180211,4.46709,9.53143,8.76491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,NA,NA,NA
180534,5.13082,8.25822,9.73756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,NA,NA,NA,NA,NA,NA,NA
180747,5.10005,8.02163,7.80704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA
180927,5.51459,7.97334,7.77609,NA,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181179,6.40691,7.55914,7.4115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA
181391,7.66625,7.7926,7.40231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA
181599,8.63187,8.12117,5.90649,NA,NA,NA,NA,NA,NA,NA,NA,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA
181765,7.45519,9.09081,6.0884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204,NA,NA,NA,NA,NA,NA,NA
181985,7.5983,8.5547,7.29279,NA,NA,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182104,7.83401,8.8969,8.00595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA,NA
182311,7.67047,8.42329,7.65662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA
182521,7.60306,8.21637,8.97599,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182628,7.56313,6.77763,9.39251,NA,NA,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182856,7.69971,7.95824,9.83597,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183198,6.96765,7.41972,8.46469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA
183249,7.12375,7.69509,9.11208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA
183410,6.08793,8.56163,9.87176,NA,NA,NA,NA,NA,-0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183798,6.12337,8.90811,9.31015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002,NA,NA,NA,NA,NA,NA
183913,5.92828,8.86258,7.62749,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184135,5.84776,9.38834,9.21776,NA,NA,NA,NA,NA,NA,-0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184313,6.66442,9.21699,9.31589,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184499,8.26472,8.84065,8.9118,NA,NA,NA,NA,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184744,7.39181,8.63277,8.8154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334,NA,NA,NA,NA,NA
184965,7.76319,8.36264,7.18358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA
185095,7.70634,7.43978,7.86733,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185353,8.34004,7.39119,8.42865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315,NA
185449,8.25034,7.83799,8.43883,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185786,8.74102,8.12697,7.59935,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185981,9.11616,7.06288,6.52233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023,NA,NA
186115,8.27764,8.22479,7.07227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349,NA,NA,NA
186297,8.57174,8.82193,7.80412,NA,NA,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186478,8.72143,8.04366,7.35037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291,NA
186677,8.34129,8.43855,5.80945,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186818,7.8262,8.91071,5.12988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,NA,NA,NA,NA,NA
187128,7.74789,7.73151,6.03888,NA,NA,NA,NA,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187299,6.39334,7.68654,7.14709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,NA
187489,6.29651,7.06615,7.47993,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187610,8.54747,7.81458,7.93794,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187918,8.06207,7.37612,6.87052,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188187,7.5775,8.4772,6.83752,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
