id,x0,x1,x2,fitness8.5,fitness8,fitness7.5,fitness7,fitness9,fitness6.5,fitness9.5
138179,8.11418,8.20618,7.27556,NA,NA,0.879,NA,NA,NA,NA
138269,7.39809,7.17054,7.24844,NA,0.856,NA,NA,NA,NA,NA
138489,8.64496,7.46501,7.90258,NA,NA,0.831,NA,NA,NA,NA
138661,6.96388,6.67413,7.27381,NA,NA,0.624,NA,NA,NA,NA
138973,7.54205,8.31581,8.482,NA,0.793,NA,NA,NA,NA,NA
139131,8.48722,8.05194,7.28903,NA,NA,0.81,NA,NA,NA,NA
139391,8.32424,7.85871,7.79018,NA,NA,NA,0.862,NA,NA,NA
139438,8.6309,7.48321,7.80536,NA,NA,NA,0.758,NA,NA,NA
139665,7.84597,7.51768,7.94833,0.836,NA,NA,NA,NA,NA,NA
139980,7.79887,7.61388,8.14485,NA,0.946,NA,NA,NA,NA,NA
140058,8.09922,8.99887,7.7719,NA,0.702,NA,NA,NA,NA,NA
140373,7.73615,8.54224,7.26624,NA,0.807,NA,NA,NA,NA,NA
140432,7.48383,7.94442,7.42884,NA,NA,0.932,NA,NA,NA,NA
140747,8.3106,7.4037,8.03578,NA,NA,0.89,NA,NA,NA,NA
140919,8.41146,7.90561,8.62091,NA,NA,0.758,NA,NA,NA,NA
141145,8.38831,7.48597,8.43247,NA,NA,0.81,NA,NA,NA,NA
141210,7.53891,8.2717,6.79588,NA,0.755,NA,NA,NA,NA,NA
141594,7.41958,7.70518,7.30979,NA,0.921,NA,NA,NA,NA,NA
141692,7.66955,7.63949,8.09866,NA,NA,0.938,NA,NA,NA,NA
141972,7.01645,7.35689,8.60192,NA,0.688,NA,NA,NA,NA,NA
142063,7.56341,7.81546,8.25285,NA,NA,NA,0.874,NA,NA,NA
142394,7.17299,8.99293,7.99199,NA,0.651,NA,NA,NA,NA,NA
142410,7.65845,8.25082,7.7992,0.846,NA,NA,NA,NA,NA,NA
142735,6.94895,7.38192,8.08402,NA,NA,0.823,NA,NA,NA,NA
142977,7.5713,7.60685,7.78704,NA,NA,0.972,NA,NA,NA,NA
143046,7.1446,8.23051,7.75706,NA,NA,0.879,NA,NA,NA,NA
143326,7.0561,8.18192,7.15502,NA,NA,NA,0.739,NA,NA,NA
143485,7.96363,8.08267,7.34454,NA,NA,0.902,NA,NA,NA,NA
143652,7.23612,8.0862,7.01417,NA,0.817,NA,NA,NA,NA,NA
143988,8.4833,7.83256,7.97065,NA,NA,0.876,NA,NA,NA,NA
144128,8.06877,7.56432,8.06829,NA,0.891,NA,NA,NA,NA,NA
144253,8.8583,7.98852,7.30169,NA,0.703,NA,NA,NA,NA,NA
144421,7.85557,8.12235,7.67944,NA,0.927,NA,NA,NA,NA,NA
144744,7.19593,8.08146,7.38657,NA,NA,0.888,NA,NA,NA,NA
144960,7.29175,8.78124,8.23424,NA,0.674,NA,NA,NA,NA,NA
145177,8.6679,8.05805,8.01726,NA,NA,0.802,NA,NA,NA,NA
145331,8.29612,7.56768,7.9731,NA,0.912,NA,NA,NA,NA,NA
145484,8.06539,7.58986,7.74894,NA,NA,NA,0.797,NA,NA,NA
145749,7.68111,7.59363,8.21535,NA,NA,0.903,NA,NA,NA,NA
145891,8.3384,7.36739,7.80343,NA,NA,0.881,NA,NA,NA,NA
146058,6.83789,6.88948,7.9172,NA,NA,0.684,NA,NA,NA,NA
146264,7.9787,7.63748,7.38255,NA,NA,0.922,NA,NA,NA,NA
146582,7.76584,7.62736,7.98331,NA,NA,0.965,NA,NA,NA,NA
146713,7.28946,8.37853,7.58757,NA,0.846,NA,NA,NA,NA,NA
146863,7.70637,7.55718,7.35204,NA,NA,NA,0.922,NA,NA,NA
147059,8.16108,7.68351,9.41634,NA,0.6,NA,NA,NA,NA,NA
147322,7.89964,7.24648,8.86588,NA,0.733,NA,NA,NA,NA,NA
147483,8.67757,7.61765,7.91966,NA,NA,0.816,NA,NA,NA,NA
147732,8.11446,7.85483,7.77465,NA,NA,0.954,NA,NA,NA,NA
147957,7.76845,7.67017,7.80918,NA,0.994,NA,NA,NA,NA,NA
148051,7.86238,7.20458,7.82022,NA,NA,NA,0.872,NA,NA,NA
148218,6.93219,7.40419,7.36553,NA,NA,0.827,NA,NA,NA,NA
148430,8.18844,7.52805,7.0929,NA,NA,0.852,NA,NA,NA,NA
148632,7.99795,8.44893,7.70352,0.781,NA,NA,NA,NA,NA,NA
148816,7.36595,7.88201,8.14874,NA,NA,NA,0.869,NA,NA,NA
149161,7.3,7.37434,7.94544,NA,0.926,NA,NA,NA,NA,NA
149357,8.39453,6.82276,8.0881,NA,NA,0.717,NA,NA,NA,NA
149407,8.20291,7.98213,7.01851,NA,NA,0.836,NA,NA,NA,NA
149633,7.62197,7.49692,7.85025,NA,NA,0.971,NA,NA,NA,NA
149917,7.71639,7.4786,7.42424,NA,NA,0.968,NA,NA,NA,NA
150056,8.0698,7.26108,7.60801,NA,NA,0.921,NA,NA,NA,NA
150244,8.1191,8.00861,7.65927,NA,0.947,NA,NA,NA,NA,NA
150419,7.36052,7.60786,7.93099,NA,0.936,NA,NA,NA,NA,NA
150713,7.82937,7.24012,7.85979,NA,0.941,NA,NA,NA,NA,NA
150959,7.49331,7.64482,8.24809,NA,NA,0.93,NA,NA,NA,NA
151051,7.99836,7.31799,8.68734,NA,NA,0.759,NA,NA,NA,NA
151301,7.7814,7.33772,8.28911,NA,NA,0.887,NA,NA,NA,NA
151434,7.36753,8.09345,8.77578,NA,0.754,NA,NA,NA,NA,NA
151750,7.98882,7.58227,8.45448,0.816,NA,NA,NA,NA,NA,NA
151868,7.81421,7.23502,7.60269,NA,NA,NA,NA,0.735,NA,NA
152052,7.65638,7.72555,6.68958,NA,0.787,NA,NA,NA,NA,NA
152356,7.97137,8.32539,7.57736,NA,NA,NA,0.851,NA,NA,NA
152500,8.25736,7.4161,8.19883,NA,NA,0.874,NA,NA,NA,NA
152654,7.95907,8.08281,7.30853,NA,0.906,NA,NA,NA,NA,NA
152918,7.86316,7.09057,7.17592,NA,0.838,NA,NA,NA,NA,NA
153092,7.00329,7.33729,8.23815,NA,NA,NA,0.746,NA,NA,NA
153340,6.79309,7.6858,7.92938,NA,0.788,NA,NA,NA,NA,NA
153415,7.31026,7.09282,8.47152,NA,NA,0.777,NA,NA,NA,NA
153665,7.95768,7.47003,7.64597,0.917,NA,NA,NA,NA,NA,NA
153940,8.43094,7.28308,7.06532,NA,0.758,NA,NA,NA,NA,NA
154174,8.55896,7.52291,7.6541,NA,NA,0.864,NA,NA,NA,NA
154371,8.32912,7.50102,7.04362,NA,0.822,NA,NA,NA,NA,NA
154561,7.58122,7.92964,7.13831,NA,NA,0.916,NA,NA,NA,NA
154786,8.19631,7.78155,7.65709,NA,NA,0.945,NA,NA,NA,NA
154832,7.56205,8.17261,7.78853,NA,NA,NA,0.792,NA,NA,NA
155145,7.72664,8.43988,8.49163,NA,NA,NA,0.693,NA,NA,NA
155393,7.72316,7.06804,7.42129,NA,0.854,NA,NA,NA,NA,NA
155432,8.49333,7.14363,7.47521,NA,NA,0.774,NA,NA,NA,NA
155613,8.00236,8.22485,7.49833,NA,NA,0.903,NA,NA,NA,NA
155825,7.48182,7.77456,8.00878,NA,NA,NA,0.9,NA,NA,NA
156161,7.3972,7.84971,7.64317,NA,NA,0.974,NA,NA,NA,NA
156376,7.81174,7.20782,7.79838,NA,NA,0.942,NA,NA,NA,NA
156409,7.4982,8.11963,8.13245,NA,0.9,NA,NA,NA,NA,NA
156670,6.83569,7.63381,8.02772,NA,0.791,NA,NA,NA,NA,NA
156975,7.90134,8.27213,8.13238,NA,NA,0.888,NA,NA,NA,NA
157020,7.6352,7.61597,7.22614,NA,0.938,NA,NA,NA,NA,NA
157399,7.45102,8.41856,7.71245,NA,NA,NA,0.809,NA,NA,NA
157569,7.67292,7.78787,7.01871,NA,NA,NA,0.832,NA,NA,NA
157748,8.00842,8.07391,8.56095,NA,NA,0.826,NA,NA,NA,NA
157977,7.87599,7.91835,7.71316,NA,NA,0.977,NA,NA,NA,NA
158037,7.88166,7.74859,7.61017,NA,NA,0.95,NA,NA,NA,NA
158353,7.63625,6.94532,7.75474,NA,NA,0.851,NA,NA,NA,NA
158537,7.7945,7.488,7.77702,NA,NA,0.972,NA,NA,NA,NA
158691,7.9353,7.25463,7.11542,NA,NA,0.87,NA,NA,NA,NA
158941,8.65995,7.61518,7.97781,NA,0.814,NA,NA,NA,NA,NA
159186,7.88552,7.69178,8.30836,NA,0.879,NA,NA,NA,NA,NA
159249,7.61097,8.48804,8.34358,0.72,NA,NA,NA,NA,NA,NA
159484,7.96953,7.69582,8.0608,NA,NA,0.961,NA,NA,NA,NA
159725,7.30121,7.38169,8.19847,NA,NA,NA,NA,0.693,NA,NA
159851,7.23966,7.32332,7.69599,NA,0.89,NA,NA,NA,NA,NA
160150,8.30858,7.20497,7.47027,NA,NA,0.866,NA,NA,NA,NA
160241,7.84716,7.63769,7.53154,NA,NA,0.969,NA,NA,NA,NA
160469,8.23321,7.93569,6.87399,NA,NA,0.79,NA,NA,NA,NA
160705,7.91303,6.58066,7.31217,NA,NA,0.7,NA,NA,NA,NA
160906,7.86624,7.60342,7.66364,0.935,NA,NA,NA,NA,NA,NA
161169,7.72534,8.15409,7.88384,0.882,NA,NA,NA,NA,NA,NA
161301,8.0594,7.80844,8.4407,0.738,NA,NA,NA,NA,NA,NA
161431,8.42629,8.38002,8.60031,NA,0.672,NA,NA,NA,NA,NA
161733,7.34408,7.63853,8.08495,NA,NA,0.942,NA,NA,NA,NA
161980,7.51227,8.182,7.82747,NA,0.942,NA,NA,NA,NA,NA
162200,7.11291,7.46715,7.66573,NA,NA,NA,0.798,NA,NA,NA
162230,7.49933,8.00863,8.21775,NA,0.922,NA,NA,NA,NA,NA
162547,7.38686,7.29127,7.33283,NA,NA,0.91,NA,NA,NA,NA
162618,7.32834,7.29802,7.99565,NA,0.91,NA,NA,NA,NA,NA
162950,7.04384,7.42685,8.72597,NA,0.7,NA,NA,NA,NA,NA
163119,7.97136,8.62882,7.27805,NA,0.753,NA,NA,NA,NA,NA
163370,7.21698,8.09788,7.87865,NA,NA,0.897,NA,NA,NA,NA
163451,7.09638,7.45535,8.27222,NA,NA,0.824,NA,NA,NA,NA
163612,7.25389,7.55607,8.91914,NA,0.704,NA,NA,NA,NA,NA
163936,8.28645,8.26416,7.3091,NA,0.843,NA,NA,NA,NA,NA
164003,8.00097,8.01219,7.86178,NA,0.904,NA,NA,NA,NA,NA
164318,7.84875,7.53553,7.28449,NA,NA,0.945,NA,NA,NA,NA
164401,7.01863,8.0562,7.64996,NA,NA,0.837,NA,NA,NA,NA
164630,7.40765,7.77137,7.57928,NA,NA,0.936,NA,NA,NA,NA
164970,7.0631,8.34205,7.63156,NA,NA,0.833,NA,NA,NA,NA
165006,7.32822,7.71826,7.11939,NA,NA,0.892,NA,NA,NA,NA
165233,7.7958,8.46425,7.65849,NA,NA,0.895,NA,NA,NA,NA
165406,8.27024,7.13066,7.20481,NA,NA,0.775,NA,NA,NA,NA
165788,7.6873,7.4127,8.85583,NA,NA,NA,0.701,NA,NA,NA
165845,8.03339,7.58357,7.69496,NA,0.967,NA,NA,NA,NA,NA
166087,7.87243,7.12361,8.49134,NA,NA,NA,0.754,NA,NA,NA
166380,7.91085,8.13659,8.53995,NA,0.834,NA,NA,NA,NA,NA
166491,8.11148,7.75964,7.69496,NA,NA,NA,0.889,NA,NA,NA
166704,8.1447,7.33647,7.73874,NA,0.932,NA,NA,NA,NA,NA
166955,8.30152,8.15949,7.72701,NA,0.892,NA,NA,NA,NA,NA
167098,7.25777,7.78892,7.66071,NA,NA,NA,0.892,NA,NA,NA
167364,7.50126,6.73633,7.71361,NA,NA,0.753,NA,NA,NA,NA
167424,8.76257,7.41363,8.16583,NA,0.749,NA,NA,NA,NA,NA
167746,8.26736,7.72347,8.06231,NA,0.914,NA,NA,NA,NA,NA
167948,7.74333,7.04118,8.46069,NA,0.794,NA,NA,NA,NA,NA
168011,6.80418,7.76367,7.33734,NA,NA,NA,0.725,NA,NA,NA
168355,8.13014,8.36402,7.96172,NA,0.866,NA,NA,NA,NA,NA
168482,7.74166,8.48923,8.14001,NA,NA,0.82,NA,NA,NA,NA
168696,6.97882,7.85277,7.82146,NA,0.879,NA,NA,NA,NA,NA
168915,8.34778,7.72315,7.53226,NA,0.911,NA,NA,NA,NA,NA
169119,7.04048,7.61661,7.11866,NA,0.813,NA,NA,NA,NA,NA
169245,7.97291,7.29319,8.72612,NA,0.759,NA,NA,NA,NA,NA
169567,7.6605,7.79971,7.79014,NA,0.984,NA,NA,NA,NA,NA
169623,7.72237,7.67328,7.73408,NA,NA,0.999,NA,NA,NA,NA
169910,7.98331,7.16011,8.17659,NA,NA,0.877,NA,NA,NA,NA
170053,7.44806,8.22995,7.83745,NA,NA,NA,0.835,NA,NA,NA
170264,6.89817,7.19921,7.57743,NA,NA,0.768,NA,NA,NA,NA
170500,7.75416,7.08098,8.61679,NA,NA,0.736,NA,NA,NA,NA
170623,7.62831,6.93862,7.34978,NA,NA,0.829,NA,NA,NA,NA
170814,6.84493,7.75786,7.97539,NA,0.805,NA,NA,NA,NA,NA
171062,7.71374,8.31115,7.92415,NA,NA,NA,0.853,NA,NA,NA
171398,7.90729,7.36388,7.77391,NA,0.964,NA,NA,NA,NA,NA
171525,8.07245,7.21342,7.94863,NA,0.896,NA,NA,NA,NA,NA
171695,7.39633,7.90452,8.10523,NA,NA,0.94,NA,NA,NA,NA
171854,7.39374,7.56155,8.026,NA,NA,NA,NA,0.777,NA,NA
172129,7.38703,7.25962,7.79347,NA,0.898,NA,NA,NA,NA,NA
172366,7.87264,8.01853,7.02831,NA,NA,0.835,NA,NA,NA,NA
172571,7.30811,8.79253,8.27654,NA,NA,0.713,NA,NA,NA,NA
172659,7.92504,8.36058,7.9253,NA,0.888,NA,NA,NA,NA,NA
172867,8.09078,7.74449,8.02667,NA,0.935,NA,NA,NA,NA,NA
173150,8.35319,7.51005,8.45774,NA,0.786,NA,NA,NA,NA,NA
173336,7.29513,7.50647,7.93467,0.864,NA,NA,NA,NA,NA,NA
173582,8.28679,7.46934,7.76326,0.854,NA,NA,NA,NA,NA,NA
173646,7.23985,7.43992,7.98071,NA,NA,NA,0.875,NA,NA,NA
173984,8.56088,7.98167,7.17375,NA,NA,0.769,NA,NA,NA,NA
174125,7.40417,6.87378,7.96621,NA,NA,NA,0.764,NA,NA,NA
174382,7.70878,7.74335,7.72869,0.826,NA,NA,NA,NA,NA,NA
174568,7.65978,7.29467,7.90863,NA,NA,0.953,NA,NA,NA,NA
174691,7.96018,8.03028,7.99134,NA,NA,NA,0.876,NA,NA,NA
174987,7.31143,8.06314,7.86975,NA,0.931,NA,NA,NA,NA,NA
175152,8.07537,8.31017,8.16725,NA,0.848,NA,NA,NA,NA,NA
175383,6.6519,7.41685,8.67498,NA,NA,0.596,NA,NA,NA,NA
175483,7.36868,7.66734,8.42204,NA,0.874,NA,NA,NA,NA,NA
175631,7.312,6.89778,8.09959,NA,0.759,NA,NA,NA,NA,NA
175999,7.75314,7.74734,7.63733,NA,NA,0.998,NA,NA,NA,NA
176001,7.42887,7.59522,7.95134,NA,0.964,NA,NA,NA,NA,NA
176226,7.82647,7.67609,7.62826,NA,0.952,NA,NA,NA,NA,NA
176566,7.90182,7.21684,7.35789,NA,0.875,NA,NA,NA,NA,NA
176703,6.87997,7.76379,7.57853,NA,0.846,NA,NA,NA,NA,NA
176846,7.73625,7.32613,7.35714,NA,0.932,NA,NA,NA,NA,NA
177200,8.72864,8.36176,7.94709,0.674,NA,NA,NA,NA,NA,NA
177314,7.09234,8.4817,8.20848,NA,NA,0.763,NA,NA,NA,NA
177600,7.60664,8.5067,7.82634,NA,0.844,NA,NA,NA,NA,NA
177657,7.98354,8.28934,7.60045,NA,NA,0.918,NA,NA,NA,NA
177995,7.9516,8.4234,8.17081,NA,0.831,NA,NA,NA,NA,NA
178086,7.52845,7.25366,8.17642,NA,NA,0.904,NA,NA,NA,NA
178241,8.36449,7.49924,7.63306,NA,NA,NA,0.82,NA,NA,NA
178516,7.97112,7.30705,7.318,NA,NA,0.912,NA,NA,NA,NA
178706,8.18297,8.42762,7.80196,NA,0.807,NA,NA,NA,NA,NA
178896,7.99771,7.89714,7.83136,0.915,NA,NA,NA,NA,NA,NA
179010,8.06764,7.6512,7.26664,0.848,NA,NA,NA,NA,NA,NA
179234,7.81565,6.83706,6.86096,NA,0.687,NA,NA,NA,NA,NA
179547,8.00697,6.77985,7.83316,NA,NA,0.798,NA,NA,NA,NA
179695,7.30004,7.38302,7.31253,NA,NA,0.882,NA,NA,NA,NA
179849,7.81664,7.68989,7.26111,NA,0.936,NA,NA,NA,NA,NA
180101,8.48452,8.20213,7.55676,NA,0.837,NA,NA,NA,NA,NA
180245,7.73328,8.26225,7.58494,NA,0.937,NA,NA,NA,NA,NA
180509,8.03176,7.15324,7.77328,0.8,NA,NA,NA,NA,NA,NA
180775,8.20193,7.86117,7.3286,NA,0.912,NA,NA,NA,NA,NA
180906,7.73803,7.9969,7.75612,NA,NA,0.948,NA,NA,NA,NA
181196,7.09237,7.94123,8.2054,NA,0.854,NA,NA,NA,NA,NA
181303,7.04963,7.3081,8.35974,NA,0.75,NA,NA,NA,NA,NA
181486,7.59551,8.15227,7.42002,NA,0.918,NA,NA,NA,NA,NA
181761,7.72679,7.99597,8.4618,NA,NA,0.841,NA,NA,NA,NA
181824,7.7523,8.06812,7.64858,NA,NA,0.955,NA,NA,NA,NA
182091,7.11763,8.11601,7.87906,NA,NA,0.864,NA,NA,NA,NA
182378,7.39855,6.72152,8.08541,NA,NA,0.742,NA,NA,NA,NA
182565,7.31772,7.66384,7.5713,NA,NA,0.932,NA,NA,NA,NA
182640,7.09208,7.78936,7.91466,NA,0.872,NA,NA,NA,NA,NA
182927,8.67047,7.56681,8.76141,NA,0.623,NA,NA,NA,NA,NA
183017,8.19734,7.44264,7.84775,NA,NA,0.921,NA,NA,NA,NA
183259,7.53533,7.93582,8.2539,NA,0.89,NA,NA,NA,NA,NA
183568,7.84701,8.04725,7.86557,NA,0.963,NA,NA,NA,NA,NA
183641,7.8633,8.15657,7.57258,NA,NA,0.943,NA,NA,NA,NA
183912,7.5499,7.45431,8.01539,NA,NA,0.937,NA,NA,NA,NA
184025,8.16796,7.11694,7.28946,NA,0.831,NA,NA,NA,NA,NA
184252,7.82787,8.5763,7.382,NA,0.808,NA,NA,NA,NA,NA
184582,8.22139,8.20332,7.27441,NA,NA,0.844,NA,NA,NA,NA
184675,7.69742,8.01309,8.22645,NA,NA,0.929,NA,NA,NA,NA
184917,7.33529,8.4623,7.27225,NA,0.822,NA,NA,NA,NA,NA
185179,7.22294,7.69794,7.31074,NA,0.915,NA,NA,NA,NA,NA
185302,8.09565,7.22838,8.1868,NA,0.876,NA,NA,NA,NA,NA
185488,8.22644,7.49503,7.60944,NA,NA,0.935,NA,NA,NA,NA
185702,8.03121,8.46619,7.59828,NA,NA,NA,0.816,NA,NA,NA
185898,7.26725,8.48187,7.71218,NA,NA,0.852,NA,NA,NA,NA
186142,7.523,7.59557,7.61417,NA,NA,0.975,NA,NA,NA,NA
186211,7.69542,7.69577,7.88883,NA,NA,0.992,NA,NA,NA,NA
186474,7.7294,8.63372,8.01789,NA,NA,0.8,NA,NA,NA,NA
186718,7.48691,7.62141,8.58515,NA,0.809,NA,NA,NA,NA,NA
186993,7.29655,6.89684,8.37128,NA,0.708,NA,NA,NA,NA,NA
187175,7.49371,8.0918,8.59504,NA,NA,0.787,NA,NA,NA,NA
187303,7.12925,7.87915,8.16831,NA,NA,NA,0.819,NA,NA,NA
187424,8.16914,7.96696,8.06573,NA,NA,0.911,NA,NA,NA,NA
187621,7.85141,8.13438,8.67327,NA,NA,NA,0.754,NA,NA,NA
187948,7.63012,8.21599,7.86408,NA,NA,NA,NA,0.74,NA,NA
188185,8.30223,7.77227,7.38972,0.845,NA,NA,NA,NA,NA,NA
188216,7.44657,8.59899,8.021,NA,0.826,NA,NA,NA,NA,NA
188470,7.84303,7.88958,7.32308,NA,0.952,NA,NA,NA,NA,NA
188675,7.60518,7.75845,8.40064,0.832,NA,NA,NA,NA,NA,NA
188986,7.18472,8.45631,8.34635,NA,NA,0.765,NA,NA,NA,NA
189127,7.64025,7.44277,7.84069,NA,NA,NA,0.819,NA,NA,NA
189356,7.28811,7.34758,8.31081,NA,NA,NA,0.794,NA,NA,NA
189524,8.13169,8.01918,7.31863,NA,NA,NA,0.83,NA,NA,NA
189620,7.92987,7.53003,6.8972,NA,0.837,NA,NA,NA,NA,NA
189974,7.80444,7.55306,8.07649,0.863,NA,NA,NA,NA,NA,NA
190034,8.10457,7.69643,7.54289,NA,0.927,NA,NA,NA,NA,NA
190389,8.3683,7.37406,8.60232,NA,0.751,NA,NA,NA,NA,NA
190432,7.81445,7.07656,8.12995,NA,NA,0.876,NA,NA,NA,NA
190781,7.70665,7.66079,7.39365,0.823,NA,NA,NA,NA,NA,NA
190953,7.92812,7.7219,6.96137,NA,0.854,NA,NA,NA,NA,NA
191190,7.57692,8.43833,7.37341,NA,0.863,NA,NA,NA,NA,NA
191382,7.41685,9.06883,7.76342,NA,0.709,NA,NA,NA,NA,NA
191563,7.80798,8.07144,7.5751,NA,NA,0.968,NA,NA,NA,NA
191798,7.99183,8.75934,8.22255,NA,NA,0.727,NA,NA,NA,NA
191823,7.21984,7.2677,8.1104,NA,NA,0.873,NA,NA,NA,NA
192164,8.12682,7.80364,7.91231,NA,0.937,NA,NA,NA,NA,NA
192249,6.71969,7.02114,8.02228,NA,NA,0.672,NA,NA,NA,NA
192582,8.36573,7.02548,7.0309,NA,0.718,NA,NA,NA,NA,NA
192736,7.83861,7.30704,7.6966,NA,NA,0.931,NA,NA,NA,NA
192896,8.04008,6.59746,7.7733,NA,NA,0.712,NA,NA,NA,NA
193090,8.36544,7.20247,8.15815,NA,NA,0.792,NA,NA,NA,NA
193236,7.85995,7.45031,8.53069,NA,NA,0.862,NA,NA,NA,NA
193457,8.04021,6.27019,8.2045,NA,0.551,NA,NA,NA,NA,NA
193621,8.31267,7.24666,7.34815,NA,0.833,NA,NA,NA,NA,NA
193988,6.93489,7.448,7.57432,NA,0.817,NA,NA,NA,NA,NA
194157,7.87583,8.07173,7.78796,NA,NA,0.964,NA,NA,NA,NA
194327,8.09199,7.50917,7.39399,NA,NA,NA,0.866,NA,NA,NA
194461,7.42931,6.74137,7.99942,NA,0.753,NA,NA,NA,NA,NA
194643,7.56226,7.71056,7.49342,NA,0.947,NA,NA,NA,NA,NA
194866,7.40305,7.19522,8.33901,NA,0.819,NA,NA,NA,NA,NA
195024,7.0642,7.89728,7.3635,NA,0.829,NA,NA,NA,NA,NA
195394,7.47718,9.0723,7.98285,NA,0.664,NA,NA,NA,NA,NA
195410,7.20773,7.11092,7.84241,NA,NA,0.862,NA,NA,NA,NA
195775,7.99497,7.40802,7.73831,0.886,NA,NA,NA,NA,NA,NA
195891,7.71495,7.48205,7.27563,NA,NA,0.913,NA,NA,NA,NA
196053,7.29181,7.90665,7.20819,0.748,NA,NA,NA,NA,NA,NA
196344,8.19367,7.58701,7.49524,NA,NA,0.911,NA,NA,NA,NA
196591,8.12373,7.14358,7.60346,NA,NA,0.895,NA,NA,NA,NA
196663,7.65457,7.31719,7.00239,NA,NA,0.86,NA,NA,NA,NA
196849,6.68983,7.74086,7.41543,0.705,NA,NA,NA,NA,NA,NA
197142,8.28886,7.65989,7.95019,NA,NA,0.912,NA,NA,NA,NA
197228,7.87129,7.51962,6.86697,NA,NA,0.833,NA,NA,NA,NA
197468,7.47268,7.48641,7.48583,NA,NA,0.967,NA,NA,NA,NA
197632,7.7967,8.11164,7.38913,NA,NA,NA,0.842,NA,NA,NA
197989,7.73028,7.40422,8.28702,NA,NA,0.917,NA,NA,NA,NA
198059,7.4496,8.92451,8.04038,NA,NA,0.734,NA,NA,NA,NA
198241,6.7965,8.00398,7.53454,NA,0.797,NA,NA,NA,NA,NA
198409,8.06678,7.26245,7.81699,NA,NA,0.923,NA,NA,NA,NA
198615,7.64791,7.64061,7.82565,NA,0.968,NA,NA,NA,NA,NA
198857,7.92008,7.22935,6.81522,NA,NA,0.765,NA,NA,NA,NA
199193,7.80446,7.0022,7.27392,NA,0.799,NA,NA,NA,NA,NA
199400,7.01751,7.16536,7.18174,NA,NA,0.764,NA,NA,NA,NA
199445,7.11383,7.2437,7.85498,NA,NA,0.87,NA,NA,NA,NA
199738,7.60422,8.07365,7.51995,NA,0.951,NA,NA,NA,NA,NA
200000,6.4952,9.19962,9.01865,NA,0.133,NA,NA,NA,NA,NA
